uniqid_eco4,NWALT82_11_eco4,NWALT82_12_eco4,NWALT82_21_eco4,NWALT82_22_eco4,NWALT82_23_eco4,NWALT82_24_eco4,NWALT82_25_eco4,NWALT82_26_eco4,NWALT82_27_eco4,NWALT82_31_eco4,NWALT82_32_eco4,NWALT82_33_eco4,NWALT82_41_eco4,NWALT82_43_eco4,NWALT82_44_eco4,NWALT82_45_eco4,NWALT82_46_eco4,NWALT82_50_eco4,NWALT82_60_eco4,NWALT82_9999_eco4
165,4.66,3.49,0.37,0.08,0.02,0.02,0.04,0.24,0.20,0.00,0.07,0.06,0.00,0.83,21.86,2.71,4.06,61.31,0.01,0.00
166,0.22,0.30,0.10,0.01,0.01,0.00,0.01,0.02,0.02,0.00,0.02,0.00,0.02,0.02,0.73,0.18,15.52,82.70,0.14,0.00
167,0.35,0.09,0.20,0.01,0.04,0.00,0.00,0.04,0.03,0.00,0.06,0.01,0.33,0.02,0.16,0.05,7.65,90.96,0.00,0.00
168,1.42,1.09,0.36,0.10,0.03,0.02,0.07,0.15,0.11,0.00,0.23,0.05,0.02,0.05,2.98,1.64,14.51,77.17,0.00,0.00
169,1.03,0.46,0.24,0.04,0.01,0.00,0.02,0.09,0.11,0.00,0.10,0.03,0.02,3.48,3.12,0.24,60.52,30.49,0.00,0.00
170,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.47,96.17,2.49,0.00
171,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,98.64,0.19,0.00
172,0.28,0.01,0.06,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.00,0.00,0.01,0.06,99.28,0.20,0.00
173,0.22,0.00,0.06,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.15,0.00,0.01,0.00,0.00,0.00,1.05,97.96,0.49,0.00
174,0.38,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.90,97.90,0.68,0.00
175,0.27,0.02,0.23,0.01,0.00,0.01,0.01,0.05,0.07,0.20,0.20,0.00,0.01,0.17,0.72,0.17,0.84,96.42,0.60,0.00
176,2.95,0.01,0.66,0.21,0.03,0.04,0.00,0.76,0.45,0.00,1.13,0.01,0.02,3.65,11.46,1.51,0.53,76.45,0.14,0.00
177,5.07,2.50,1.71,1.06,0.58,0.42,0.85,4.65,1.65,0.13,9.14,0.27,0.05,1.30,9.95,2.18,1.14,54.90,2.46,0.00
178,1.35,0.72,0.46,0.11,0.05,0.05,0.04,0.46,0.72,0.02,1.41,0.03,0.08,0.13,1.09,0.24,0.13,89.54,3.37,0.00
179,0.76,0.06,0.06,0.01,0.00,0.00,0.00,0.03,0.09,0.00,0.17,0.00,0.01,0.00,0.15,0.01,0.02,57.54,41.10,0.00
180,0.57,0.08,0.15,0.02,0.01,0.04,0.02,0.11,0.50,0.26,0.46,0.00,0.01,0.10,0.52,0.07,0.05,94.01,3.02,0.00
181,1.18,0.61,0.23,0.04,0.00,0.02,0.00,0.38,0.40,0.00,0.53,0.00,0.03,0.07,1.47,0.18,0.05,94.82,0.00,0.00
182,0.56,0.33,0.30,0.06,0.07,0.05,0.02,0.55,0.62,0.23,1.06,0.00,0.02,0.34,3.32,0.28,0.09,91.79,0.31,0.00
183,0.20,0.02,0.11,0.01,0.00,0.00,0.00,0.01,0.32,0.00,0.03,0.00,0.00,0.08,1.07,0.14,0.08,97.84,0.08,0.00
184,0.11,0.00,0.02,0.01,0.02,0.01,0.00,0.12,0.36,0.00,0.16,0.00,0.00,0.01,0.49,0.57,1.87,95.77,0.45,0.00
185,0.80,0.01,0.31,0.01,0.02,0.04,0.00,0.02,0.23,0.00,0.39,0.02,0.00,0.05,0.22,0.16,0.07,89.64,8.01,0.00
186,0.35,0.00,0.15,0.02,0.04,0.02,0.00,0.03,0.22,0.00,0.05,0.00,0.00,0.01,0.02,0.00,3.48,94.31,1.30,0.00
187,0.22,0.00,0.18,0.02,0.00,0.03,0.01,0.20,0.28,0.03,1.77,0.00,0.00,0.02,0.03,0.12,0.21,96.82,0.06,0.00
188,0.99,0.00,1.88,0.52,0.21,0.31,0.35,3.30,1.98,0.02,15.43,0.12,0.00,0.90,0.54,1.23,7.64,64.33,0.25,0.00
189,1.17,0.53,0.04,0.07,0.01,0.59,0.00,1.17,0.23,0.00,3.65,0.06,0.00,0.00,0.00,0.00,11.93,41.43,39.11,0.00
190,0.16,0.02,0.66,0.43,0.08,0.73,0.29,3.01,0.92,7.06,10.72,0.00,0.17,0.18,0.04,0.08,1.00,74.46,0.00,0.00
191,1.06,0.13,1.79,0.84,0.05,0.55,0.56,2.85,0.73,2.83,0.38,0.00,0.01,4.96,1.26,1.34,22.88,57.77,0.00,0.00
192,0.12,0.00,0.31,0.08,0.01,0.03,0.02,0.18,0.36,0.00,0.35,0.07,0.00,14.57,14.65,0.29,0.50,68.47,0.00,0.00
193,0.26,0.01,0.47,0.19,0.04,0.03,0.07,0.48,0.25,0.14,0.37,0.03,0.04,3.04,6.79,0.14,5.39,80.70,1.55,0.00
194,0.14,0.00,0.09,0.01,0.00,0.00,0.00,0.03,0.03,0.03,0.05,0.00,0.02,0.12,0.85,0.05,1.59,94.18,2.80,0.00
195,3.19,0.01,0.14,0.03,0.01,0.01,0.01,0.04,0.04,0.00,0.13,0.00,0.02,0.04,0.17,0.01,17.90,72.93,5.34,0.00
196,0.08,0.00,0.07,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.10,0.02,0.36,0.02,0.32,97.51,1.49,0.00
197,0.68,0.03,0.16,0.07,0.02,0.01,0.00,0.18,0.19,0.00,0.17,0.00,0.05,0.19,8.55,0.22,1.21,88.26,0.00,0.00
198,0.34,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.21,0.00,0.01,0.00,0.01,0.31,11.56,0.36,0.02,87.18,0.00,0.00
199,0.09,0.00,0.16,0.02,0.00,0.00,0.00,0.04,0.07,0.00,0.21,0.00,0.00,0.03,0.27,0.01,41.33,57.70,0.05,0.00
200,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.33,0.00,0.00,0.19,0.10,0.00,33.66,65.62,0.00,0.00
201,0.26,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.24,0.00,0.00,0.01,3.41,49.71,46.30,0.00
202,0.20,0.05,0.12,0.01,0.00,0.00,0.01,0.02,0.02,0.00,0.12,0.00,0.02,0.00,0.01,0.02,2.40,75.01,21.99,0.00
203,0.14,0.08,0.19,0.04,0.00,0.03,0.00,0.08,0.10,0.02,1.13,0.00,0.02,0.01,0.19,0.10,6.78,88.37,2.72,0.00
204,0.25,0.13,0.25,0.05,0.03,0.05,0.03,0.11,0.09,0.16,0.63,0.01,0.02,0.12,1.37,0.35,16.88,78.58,0.89,0.00
205,0.27,0.00,0.12,0.03,0.01,0.02,0.02,0.05,0.04,0.01,0.22,0.00,0.07,0.01,0.08,0.05,5.41,83.99,9.61,0.00
206,0.32,0.00,0.14,0.02,0.00,0.01,0.00,0.03,0.05,0.00,0.23,0.00,0.00,0.04,0.81,0.12,3.91,93.20,1.11,0.00
207,0.24,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.12,0.00,0.05,0.00,0.02,0.03,6.49,72.14,20.84,0.00
208,0.09,0.00,0.12,0.02,0.01,0.00,0.00,0.06,0.02,0.00,0.20,0.00,0.13,0.01,0.11,0.06,10.20,83.62,5.35,0.00
209,1.57,0.00,0.44,0.06,0.01,0.01,0.01,0.10,0.07,0.00,0.27,0.01,0.05,0.09,8.54,1.77,10.14,76.81,0.05,0.00
210,1.18,0.00,0.39,0.05,0.01,0.01,0.00,0.09,0.07,0.00,0.87,0.01,0.06,0.09,2.51,2.04,69.56,20.47,2.59,0.00
211,0.08,0.05,0.22,0.01,0.00,0.00,0.00,0.02,0.06,0.00,0.01,0.02,0.00,0.30,2.52,0.78,21.86,74.01,0.05,0.00
212,0.00,0.00,0.06,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.42,98.00,1.46,0.00
213,0.27,0.71,0.44,0.14,0.01,0.03,0.06,0.32,0.38,0.01,0.31,0.02,0.01,3.58,37.79,1.78,9.58,44.55,0.00,0.00
214,0.52,0.38,0.26,0.04,0.00,0.00,0.00,0.07,0.17,0.00,0.30,0.02,0.00,0.77,7.71,0.27,9.51,79.46,0.51,0.00
215,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,97.23,2.76,0.00
216,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.43,0.12,6.78,72.93,19.31,0.00
217,0.13,0.01,0.51,0.14,0.00,0.01,0.00,0.32,0.11,0.00,1.28,0.01,0.23,0.23,0.63,0.35,13.01,83.06,0.00,0.00
218,2.71,0.88,1.86,2.84,0.82,0.32,1.54,6.82,1.52,4.85,4.38,0.03,0.03,22.51,14.22,0.35,5.08,29.24,0.00,0.00
219,0.56,0.00,0.51,0.30,0.02,0.07,0.17,0.40,0.24,1.47,2.07,0.08,0.03,0.47,0.09,0.04,8.74,84.40,0.32,0.00
220,0.14,0.00,0.17,0.08,0.02,0.01,0.02,0.15,0.09,0.00,0.33,0.01,0.19,0.64,0.49,0.17,34.08,63.34,0.07,0.00
221,0.08,0.00,0.18,0.03,0.02,0.00,0.00,0.05,0.04,0.00,0.25,0.03,0.08,0.06,0.06,0.03,8.45,90.63,0.00,0.00
222,0.03,0.00,0.39,0.03,0.01,0.00,0.00,0.01,0.01,0.00,0.52,0.00,0.13,0.00,0.00,0.00,6.28,92.58,0.00,0.00
223,0.01,0.00,0.18,0.02,0.00,0.00,0.00,0.03,0.01,0.00,0.31,0.00,0.00,0.00,0.00,0.06,58.42,40.95,0.00,0.00
224,0.04,0.00,0.48,0.66,0.23,0.23,0.87,0.56,0.29,1.40,1.03,0.02,0.03,0.16,0.08,0.00,18.69,75.17,0.06,0.00
225,0.02,0.00,0.20,0.02,0.00,0.00,0.00,0.01,0.03,0.00,0.07,0.00,0.00,0.01,0.05,0.04,10.86,88.69,0.00,0.00
226,0.04,0.00,0.24,0.02,0.01,0.00,0.00,0.02,0.03,0.00,0.03,0.01,0.01,0.10,0.08,0.02,14.25,80.67,4.48,0.00
227,0.08,0.20,0.38,0.08,0.02,0.03,0.01,0.06,0.09,0.00,0.16,0.03,0.00,0.01,0.04,0.00,7.02,91.78,0.02,0.00
228,0.03,0.00,0.08,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.12,0.00,0.05,0.00,0.01,0.01,9.01,89.71,0.95,0.00
229,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.51,99.39,0.00,0.00
230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.92,95.05,0.00,0.00
231,0.14,0.02,0.16,0.02,0.00,0.00,0.00,0.02,0.06,0.00,0.59,0.00,0.00,0.00,0.02,0.00,25.90,71.50,1.55,0.00
232,0.02,0.01,0.14,0.02,0.00,0.00,0.00,0.04,0.02,0.00,0.30,0.00,0.00,0.00,0.01,0.01,23.24,76.18,0.00,0.00
233,0.05,0.00,0.27,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.01,83.40,1.24,0.00
234,0.77,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,24.80,74.24,0.00
235,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.73,84.80,11.47,0.00
236,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.98,4.01,0.00
237,0.00,0.00,0.19,0.03,0.02,0.02,0.00,0.13,0.10,0.00,0.79,0.01,0.02,0.01,0.05,0.00,7.74,90.76,0.12,0.00
238,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,3.85,83.72,12.35,0.00
239,0.01,0.00,0.12,0.04,0.01,0.01,0.01,0.12,0.08,0.00,0.40,0.01,0.21,0.02,0.02,0.01,2.07,90.60,6.27,0.00
240,0.07,0.00,0.15,0.05,0.02,0.02,0.01,0.13,0.06,0.00,0.36,0.01,0.01,0.00,0.00,0.01,1.63,86.52,10.93,0.00
241,0.07,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.20,68.66,29.00,0.00
242,0.08,0.00,0.13,0.02,0.00,0.00,0.00,0.04,0.09,0.03,0.18,0.00,0.02,0.01,0.01,0.01,5.54,91.63,2.22,0.00
243,0.00,0.00,0.10,0.04,0.00,0.07,0.00,0.16,0.15,0.00,0.65,0.00,0.01,0.00,0.00,0.00,1.13,88.99,8.69,0.00
244,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,64.47,33.32,0.00
245,0.03,0.00,0.20,0.04,0.01,0.01,0.01,0.24,0.07,0.00,0.98,0.00,0.33,0.01,0.06,0.01,0.41,91.22,6.35,0.00
246,1.23,0.01,0.19,0.00,0.01,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.90,31.12,1.46,0.00
247,0.10,0.00,0.07,0.01,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.01,0.00,0.00,0.00,0.01,3.55,87.13,9.03,0.00
248,0.08,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,99.68,0.00,0.00
249,0.01,0.00,0.07,0.00,0.00,0.01,0.00,0.11,0.04,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.05,94.11,5.38,0.00
250,0.30,0.08,0.35,0.14,0.09,0.03,0.15,0.16,0.12,0.22,0.40,0.05,0.05,0.92,0.05,0.01,5.52,90.96,0.40,0.02
251,0.02,0.00,0.18,0.02,0.01,0.00,0.00,0.04,0.03,0.00,0.12,0.02,0.05,0.27,0.05,0.00,13.97,85.00,0.22,0.01
252,0.01,0.00,0.09,0.00,0.01,0.00,0.00,0.01,0.03,0.00,0.05,0.01,0.01,0.06,0.06,0.00,4.53,94.55,0.51,0.05
253,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.64,89.78,3.55,0.00
254,0.01,0.00,0.19,0.00,0.02,0.00,0.00,0.01,0.02,0.00,0.05,0.00,0.00,0.02,0.00,0.00,4.34,95.26,0.06,0.00
255,3.99,0.21,0.81,1.74,0.38,0.32,1.33,2.83,1.37,1.49,1.15,0.00,0.02,40.82,1.42,0.09,0.35,41.25,0.25,0.17
256,0.00,0.00,0.23,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.00,0.00,0.00,23.35,76.30,0.00,0.00
257,0.02,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,5.64,92.69,1.57,0.00
258,0.08,0.21,0.16,0.03,0.00,0.00,0.02,0.04,0.08,0.00,0.12,0.00,0.00,2.11,0.36,1.79,71.41,23.59,0.00,0.00
259,0.18,0.02,0.22,0.01,0.01,0.00,0.00,0.03,0.15,0.00,0.04,0.00,0.01,21.62,0.87,0.13,63.43,13.27,0.00,0.00
260,0.26,0.13,0.29,0.07,0.03,0.03,0.06,0.10,0.17,0.13,0.24,0.00,0.01,17.74,0.92,0.41,72.68,6.71,0.04,0.00
261,0.24,0.04,0.38,0.25,0.08,0.10,0.37,0.21,0.25,0.11,0.10,0.02,0.01,64.19,3.18,0.24,25.67,4.56,0.00,0.00
262,0.09,0.00,0.30,0.08,0.03,0.02,0.07,0.11,0.21,0.01,0.11,0.03,0.01,47.38,0.50,0.09,44.72,6.25,0.00,0.00
263,0.15,0.08,0.09,0.01,0.03,0.01,0.00,0.04,0.08,0.00,0.06,0.00,0.01,8.35,0.30,0.13,73.44,17.10,0.12,0.00
264,0.09,0.10,0.17,0.01,0.00,0.00,0.00,0.02,0.05,0.00,0.03,0.00,0.00,5.31,0.58,0.34,87.18,6.03,0.09,0.00
265,2.52,1.44,0.64,0.19,0.05,0.04,0.15,0.22,0.32,0.01,0.20,0.03,0.01,41.61,2.43,0.66,41.00,8.42,0.07,0.00
266,0.30,0.01,0.39,0.23,0.10,0.05,0.26,0.28,0.36,0.25,0.23,0.04,0.03,50.69,0.50,0.15,35.31,10.81,0.00,0.00
267,0.06,0.00,0.15,0.02,0.07,0.01,0.02,0.02,0.09,0.00,0.04,0.00,0.10,7.06,0.14,0.01,38.29,53.86,0.07,0.00
268,0.03,0.00,0.30,0.18,0.17,0.03,0.21,0.25,0.18,0.65,0.30,0.02,0.07,8.71,0.16,0.01,37.59,51.13,0.00,0.00
269,4.18,0.01,1.72,3.85,0.84,2.12,5.46,4.96,1.79,5.26,2.84,0.15,0.21,25.25,9.50,1.86,18.80,11.21,0.00,0.00
270,0.31,0.05,0.20,0.03,0.05,0.01,0.02,0.09,0.13,0.00,0.17,0.01,0.01,7.43,0.38,0.35,73.17,17.55,0.03,0.00
271,0.29,0.01,0.35,0.08,0.04,0.01,0.02,0.18,0.22,0.00,0.19,0.02,0.01,20.71,0.54,0.24,31.31,45.75,0.00,0.00
272,0.31,0.00,0.15,0.01,0.02,0.01,0.00,0.03,0.08,0.00,0.05,0.00,0.01,3.00,0.20,0.12,26.61,69.41,0.00,0.00
273,0.36,0.00,0.23,0.02,0.00,0.00,0.01,0.06,0.07,0.03,0.20,0.01,0.05,1.21,0.03,0.00,52.20,45.51,0.00,0.00
274,0.35,0.05,0.29,0.10,0.08,0.04,0.11,0.17,0.17,0.16,0.25,0.03,0.01,7.35,0.28,0.63,81.05,8.89,0.00,0.00
275,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.20,0.01,0.08,48.23,51.42,0.00,0.00
276,0.03,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.10,0.08,0.03,42.93,56.77,0.00,0.00
277,0.03,0.00,0.18,0.01,0.01,0.01,0.00,0.03,0.04,0.01,0.07,0.01,0.00,0.06,0.03,0.13,22.43,76.91,0.03,0.00
278,0.04,0.00,0.63,0.31,0.07,0.14,0.00,0.32,1.18,0.00,3.81,0.03,0.01,0.05,0.05,2.37,44.57,46.41,0.00,0.00
279,0.06,0.00,0.57,1.01,0.22,0.34,1.11,1.07,0.55,2.36,1.24,0.08,0.03,0.58,0.09,3.02,80.19,7.50,0.00,0.00
280,1.08,0.01,0.10,0.07,0.00,0.02,0.02,0.09,0.13,0.00,0.22,0.02,0.01,3.26,0.15,0.13,67.68,27.01,0.00,0.00
281,0.31,0.00,0.31,0.03,0.00,0.01,0.01,0.06,0.02,0.00,0.21,0.01,0.01,0.37,0.02,0.11,83.51,14.97,0.00,0.00
282,0.10,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.71,77.17,0.00,0.00
283,0.32,0.00,0.19,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.05,0.02,0.01,0.33,0.03,0.03,58.88,40.09,0.00,0.00
284,0.00,0.00,0.22,0.01,0.00,0.00,0.00,0.01,0.04,0.00,0.05,0.00,0.01,0.20,0.03,0.01,79.72,19.69,0.00,0.00
285,0.80,0.00,0.52,0.05,0.00,0.00,0.00,0.11,0.22,0.00,0.62,0.00,0.03,3.48,0.25,0.12,67.09,26.71,0.00,0.00
286,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.09,0.01,0.01,37.02,62.73,0.00,0.00
287,1.17,0.02,0.32,0.11,0.03,0.03,0.10,0.21,0.26,0.00,0.11,0.00,0.00,41.65,1.62,3.49,44.52,6.35,0.00,0.00
288,0.72,0.12,0.26,0.06,0.01,0.01,0.02,0.11,0.18,0.00,0.08,0.00,0.00,47.90,1.06,1.09,44.33,3.94,0.11,0.00
289,1.19,0.31,0.39,0.19,0.08,0.05,0.18,0.38,0.30,0.00,0.49,0.02,0.00,59.67,1.38,0.56,30.76,3.82,0.23,0.00
290,1.24,0.04,0.50,0.35,0.20,0.10,0.37,0.65,0.47,0.22,0.44,0.01,0.00,58.77,1.83,3.21,25.83,5.76,0.00,0.00
291,0.47,0.22,0.21,0.07,0.01,0.01,0.01,0.16,0.22,0.00,0.08,0.00,0.01,32.63,1.27,3.48,57.00,4.16,0.00,0.00
292,0.52,0.12,0.40,0.17,0.05,0.04,0.08,0.29,0.26,0.01,0.13,0.03,0.00,79.26,0.98,1.62,12.13,3.92,0.00,0.00
293,2.19,2.49,1.02,0.51,0.16,0.09,0.34,0.58,0.46,0.00,0.22,0.03,0.04,65.79,2.17,3.09,12.09,8.58,0.16,0.00
294,0.40,0.01,0.48,0.29,0.15,0.05,0.21,0.47,0.44,0.46,0.27,0.03,0.01,37.12,1.40,1.03,18.77,38.41,0.00,0.00
295,1.33,0.00,0.41,0.24,0.21,0.06,0.22,0.51,0.35,0.33,0.37,0.01,0.00,17.99,1.05,6.30,39.44,31.18,0.00,0.00
296,0.34,0.00,0.32,0.08,0.05,0.03,0.05,0.19,0.29,0.00,0.23,0.01,0.01,6.93,0.90,0.50,22.21,67.84,0.00,0.00
297,2.58,0.00,0.10,0.03,0.32,0.03,0.00,0.16,0.11,0.15,1.64,0.00,0.00,9.00,0.32,0.70,17.44,63.26,4.16,0.00
298,0.75,0.03,0.26,0.05,0.04,0.01,0.02,0.12,0.27,0.00,0.09,0.01,0.00,29.99,0.69,1.68,44.46,21.55,0.00,0.00
299,0.58,0.01,0.31,0.19,0.28,0.04,0.18,0.31,0.29,0.02,0.40,0.01,0.02,55.42,0.63,0.26,6.07,34.98,0.00,0.00
300,0.49,0.00,0.22,0.00,0.08,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.15,13.60,0.21,1.86,75.71,7.56,0.00,0.00
301,1.72,0.00,0.82,0.90,0.36,0.23,1.05,1.08,0.68,1.01,1.25,0.04,0.01,21.45,3.28,5.59,43.94,16.52,0.06,0.00
302,29.02,4.54,0.01,0.00,0.00,0.14,0.00,0.00,0.17,0.00,0.00,0.00,0.04,2.79,0.22,0.25,7.25,55.57,0.00,0.00
303,0.72,0.00,0.34,0.08,0.04,0.02,0.04,0.19,0.22,0.00,0.24,0.00,0.00,23.98,0.55,0.91,56.18,16.39,0.09,0.00
304,0.68,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.42,4.92,0.05,1.25,79.74,12.68,0.00,0.00
305,1.84,0.09,0.35,0.11,0.11,0.04,0.09,0.25,0.28,0.01,0.24,0.00,0.02,13.25,8.23,5.93,60.27,8.10,0.79,0.00
306,2.29,0.01,0.52,0.27,0.11,0.11,0.16,0.95,0.76,1.05,1.94,0.01,0.01,2.92,10.01,4.67,24.38,49.70,0.11,0.00
307,6.29,0.33,0.72,1.08,0.44,0.51,1.00,2.43,1.15,2.38,3.91,0.02,0.01,4.21,11.47,13.67,20.63,29.75,0.00,0.00
308,1.30,0.00,0.39,0.16,0.09,0.04,0.04,0.44,0.66,0.08,0.91,0.01,0.06,3.95,3.95,6.45,34.00,47.47,0.00,0.00
309,2.61,0.02,1.10,1.22,0.83,0.54,1.32,1.86,1.56,1.68,1.81,0.03,0.05,6.50,10.05,12.89,37.79,18.11,0.00,0.00
310,0.92,0.00,0.40,0.21,0.28,0.06,0.12,0.51,0.52,0.35,0.69,0.01,0.03,2.89,1.63,2.47,38.40,50.51,0.00,0.00
311,3.74,0.00,0.17,0.04,0.03,0.00,0.00,0.22,0.37,0.00,1.19,0.00,0.00,1.89,0.24,5.36,32.01,54.74,0.00,0.00
312,1.01,0.00,0.56,0.31,0.14,0.09,0.18,0.59,0.43,0.00,0.95,0.05,0.16,3.07,11.22,7.68,31.35,42.14,0.08,0.00
313,1.02,0.00,0.32,0.16,0.08,0.07,0.12,0.46,0.53,0.00,1.36,0.00,0.01,11.37,1.59,5.47,48.03,29.42,0.00,0.00
314,1.09,0.00,0.49,0.03,0.02,0.00,0.00,0.09,0.14,0.00,0.03,0.11,0.55,1.38,1.50,0.83,5.03,88.72,0.00,0.00
315,0.83,0.42,1.35,1.60,1.20,0.54,0.73,7.28,2.75,1.30,9.95,0.07,0.03,11.05,35.12,1.49,0.28,24.01,0.00,0.00
316,2.63,0.53,2.41,3.43,2.17,0.71,1.43,8.82,3.64,2.90,5.91,0.02,0.22,10.05,26.34,0.88,0.30,27.41,0.18,0.00
317,1.41,0.18,0.39,0.59,0.78,0.73,0.14,2.55,3.04,0.01,8.49,0.13,0.04,0.43,8.97,0.84,0.43,68.72,2.13,0.00
318,0.54,0.21,0.66,0.68,0.91,0.77,0.40,5.40,1.66,0.03,13.24,0.07,0.16,0.56,7.27,0.52,0.33,61.30,5.28,0.00
319,2.11,0.29,0.60,0.91,0.21,0.57,0.49,8.93,2.98,4.82,10.97,0.02,0.21,0.25,3.56,0.17,0.03,62.84,0.04,0.00
320,3.28,0.60,2.06,4.09,1.22,1.56,6.88,12.59,1.54,7.27,16.47,0.05,0.17,0.10,0.94,0.11,0.05,40.90,0.14,0.00
321,1.27,0.91,1.17,2.13,2.44,0.79,1.61,10.37,2.44,5.11,6.05,0.04,0.16,1.59,10.57,0.62,2.80,49.72,0.21,0.00
322,2.49,0.60,1.34,0.73,0.73,0.18,0.75,2.38,1.76,1.12,2.63,0.21,0.35,0.29,4.12,0.52,0.25,79.55,0.00,0.00
323,0.88,0.51,1.11,0.76,0.34,0.27,0.37,1.23,2.40,0.01,0.63,0.01,0.08,3.32,22.50,1.43,0.80,63.35,0.00,0.00
324,0.12,0.00,0.27,0.05,0.02,0.01,0.00,0.10,0.12,0.00,0.13,0.00,0.01,0.43,0.22,0.09,2.39,96.00,0.03,0.00
325,2.66,0.00,0.26,0.09,0.02,0.10,0.00,0.67,0.48,0.00,1.39,0.02,0.03,0.39,0.38,0.30,9.25,83.94,0.00,0.00
326,0.94,0.00,0.26,0.32,0.06,0.10,0.06,0.90,1.16,1.00,1.92,0.00,0.12,0.19,0.19,0.31,4.35,87.93,0.18,0.00
327,0.04,0.00,0.19,0.03,0.07,0.00,0.01,0.05,0.12,0.00,0.06,0.00,0.00,0.14,0.04,0.00,1.70,97.55,0.00,0.00
328,0.14,0.10,0.41,0.11,0.02,0.02,0.03,0.30,0.54,0.00,0.31,0.00,0.00,13.42,2.62,1.07,12.99,67.92,0.00,0.00
329,0.15,0.00,0.32,0.03,0.34,0.01,0.00,0.15,0.12,0.00,0.20,0.00,0.01,0.03,0.02,0.01,12.00,86.61,0.00,0.00
330,0.42,0.07,0.24,0.08,0.05,0.01,0.03,0.18,0.28,0.03,0.31,0.00,0.03,3.29,6.59,0.72,12.29,75.36,0.00,0.00
331,9.87,0.13,1.13,1.91,0.46,0.12,1.22,2.30,1.22,1.26,3.71,0.00,0.01,19.48,6.16,0.19,8.53,40.72,0.03,1.55
