uniqid_eco4,NLCD01_11_eco4,NLCD01_12_eco4,NLCD01_21_eco4,NLCD01_22_eco4,NLCD01_23_eco4,NLCD01_24_eco4,NLCD01_31_eco4,NLCD01_41_eco4,NLCD01_42_eco4,NLCD01_43_eco4,NLCD01_52_eco4,NLCD01_71_eco4,NLCD01_81_eco4,NLCD01_82_eco4,NLCD01_90_eco4,NLCD01_95_eco4,NLCD01_9999_eco4
390,1.66,0.00,4.32,1.33,0.26,0.09,0.23,13.29,0.14,0.09,0.26,1.04,40.83,30.77,5.08,0.64,0.00
391,0.51,0.00,3.96,1.56,0.36,0.10,0.06,15.49,0.13,0.25,0.58,0.84,31.73,42.33,2.01,0.09,0.00
392,3.31,0.01,0.71,0.22,0.05,0.00,1.14,17.97,55.49,1.99,12.14,6.37,0.38,0.00,0.11,0.03,0.06
393,0.44,1.30,0.01,0.00,0.00,0.00,21.00,0.25,43.86,1.38,25.54,6.18,0.02,0.00,0.01,0.00,0.01
394,1.98,0.00,0.24,0.06,0.01,0.00,0.56,1.48,84.99,0.37,8.16,1.75,0.25,0.00,0.13,0.01,0.01
395,0.17,0.00,0.00,0.00,0.00,0.00,4.04,1.46,68.94,1.32,13.85,9.76,0.29,0.00,0.17,0.00,0.00
396,0.23,0.00,0.00,0.00,0.00,0.00,1.54,0.02,90.06,0.04,5.89,1.89,0.05,0.00,0.28,0.00,0.00
397,7.48,0.00,3.14,0.21,0.02,0.00,0.03,0.21,0.00,0.00,0.51,49.15,6.73,28.60,0.06,3.87,0.00
398,12.58,0.00,3.40,0.49,0.15,0.06,0.12,0.08,0.01,0.01,0.25,48.14,10.77,17.96,0.34,5.63,0.00
399,2.94,0.00,3.67,0.43,0.06,0.01,0.09,0.31,0.00,0.00,0.41,38.15,4.61,47.40,0.58,1.31,0.00
400,5.14,0.00,3.17,0.44,0.01,0.00,0.08,0.31,0.00,0.00,0.73,41.79,1.69,43.52,0.19,2.91,0.00
401,1.82,0.00,3.13,0.17,0.03,0.01,0.02,0.35,0.00,0.00,0.01,21.92,35.66,35.00,0.00,1.86,0.00
402,1.20,0.00,3.17,0.43,0.08,0.02,0.06,0.29,0.02,0.00,0.19,38.22,11.95,43.57,0.00,0.80,0.00
403,0.31,0.00,4.05,0.38,0.04,0.01,0.01,1.28,0.04,0.00,0.00,51.59,4.88,34.63,1.42,1.36,0.00
404,8.79,0.00,2.28,0.18,0.02,0.01,0.04,8.29,1.83,0.00,0.82,63.03,2.94,7.75,1.82,2.20,0.00
405,0.55,0.00,3.04,0.27,0.02,0.00,0.14,0.15,0.02,0.01,1.03,39.02,0.38,53.15,0.98,1.20,0.00
406,0.37,0.00,1.04,0.22,0.02,0.00,0.33,0.03,0.08,0.00,7.60,66.00,0.89,21.21,1.62,0.59,0.00
407,0.91,0.00,3.04,0.17,0.00,0.00,0.05,0.03,0.00,0.00,0.69,39.94,0.00,54.75,0.05,0.31,0.05
408,0.13,0.00,0.77,0.02,0.00,0.00,0.06,0.00,0.01,0.00,11.08,74.16,0.38,12.55,0.55,0.14,0.14
409,0.07,0.00,0.52,0.07,0.00,0.00,0.26,0.00,0.02,0.00,6.52,73.46,0.10,18.56,0.26,0.14,0.01
410,0.05,0.00,3.26,0.06,0.01,0.00,0.37,0.00,0.03,0.00,0.62,45.81,0.03,49.58,0.05,0.04,0.09
411,0.64,0.00,2.98,0.55,0.10,0.02,0.34,0.00,0.01,0.00,2.23,27.84,0.70,63.63,0.69,0.26,0.00
412,0.20,0.00,3.80,0.33,0.06,0.02,0.03,2.66,0.29,0.00,0.00,53.46,2.16,35.26,1.28,0.46,0.00
413,1.14,0.00,0.55,0.23,0.04,0.00,0.30,2.19,1.55,0.05,14.42,74.13,1.50,1.87,1.54,0.45,0.03
414,0.28,0.00,1.06,0.14,0.01,0.00,0.22,0.48,2.43,0.20,17.27,55.30,2.07,17.92,2.20,0.40,0.00
415,0.50,0.00,2.36,0.32,0.03,0.00,0.19,0.85,0.16,0.03,1.58,55.15,7.32,30.37,0.90,0.22,0.00
416,1.02,0.00,0.23,0.07,0.01,0.00,3.63,9.11,2.65,1.18,14.15,64.08,0.33,1.74,1.16,0.64,0.00
417,9.32,0.00,1.16,0.31,0.07,0.02,0.63,1.50,1.57,0.19,6.49,68.44,1.11,6.25,1.70,1.24,0.00
418,0.06,0.00,0.25,0.06,0.00,0.00,0.68,1.63,22.76,0.04,20.66,51.50,0.45,1.23,0.49,0.18,0.00
419,0.19,0.00,0.35,0.13,0.01,0.00,0.32,0.03,0.62,0.00,18.22,75.55,0.66,2.81,0.75,0.38,0.00
420,0.67,0.00,1.81,0.34,0.03,0.01,0.17,0.21,0.02,0.04,0.03,74.91,1.60,19.29,0.65,0.24,0.00
421,0.73,0.00,1.32,0.41,0.12,0.04,0.50,0.09,0.86,0.02,13.91,72.40,1.36,5.77,1.61,0.85,0.00
422,0.44,0.00,0.51,0.19,0.03,0.00,24.07,0.26,0.47,0.06,0.08,70.13,0.13,2.91,0.40,0.32,0.00
423,0.38,0.00,1.99,0.44,0.03,0.00,0.28,0.74,0.40,0.70,0.00,77.83,1.61,11.18,1.32,3.08,0.00
424,0.56,0.00,0.42,0.10,0.01,0.00,0.17,0.27,0.03,0.00,0.50,88.64,2.91,5.50,0.76,0.14,0.00
425,0.58,0.00,0.33,0.13,0.00,0.00,1.73,0.01,0.00,0.00,7.54,85.89,2.60,1.02,0.12,0.03,0.00
426,2.37,0.00,0.07,0.01,0.00,0.00,0.47,0.00,16.86,0.00,26.23,49.13,0.14,2.86,1.52,0.34,0.00
427,0.05,0.00,1.24,0.27,0.02,0.00,0.11,0.03,0.55,0.00,6.01,49.08,4.24,35.80,1.98,0.61,0.00
428,0.16,0.00,0.70,0.25,0.10,0.03,0.19,0.04,2.10,0.00,18.79,65.42,0.96,9.08,1.67,0.52,0.00
429,0.27,0.00,0.69,0.19,0.03,0.00,0.41,0.00,1.52,0.00,12.73,58.93,2.46,20.34,2.23,0.20,0.00
430,0.05,0.00,0.20,0.05,0.01,0.00,0.22,0.22,28.29,0.00,33.76,34.76,0.32,0.90,1.02,0.21,0.00
431,0.31,0.00,0.83,0.34,0.12,0.03,0.53,0.16,2.56,0.00,39.15,49.21,2.10,1.25,2.69,0.71,0.00
432,2.73,0.00,2.44,0.16,0.02,0.00,0.02,9.34,9.92,4.88,0.00,61.82,0.60,4.60,2.96,0.48,0.00
433,0.14,0.00,0.49,0.07,0.01,0.00,0.01,0.60,10.59,0.08,35.09,44.71,3.41,1.68,2.93,0.18,0.00
434,0.22,0.00,1.89,0.45,0.10,0.01,0.00,0.16,6.40,0.02,30.02,47.77,10.15,1.99,0.80,0.03,0.00
435,0.08,0.00,0.33,0.06,0.00,0.00,0.01,0.16,18.73,0.81,17.31,60.51,1.15,0.35,0.43,0.06,0.00
436,0.39,0.00,0.40,0.09,0.01,0.00,0.14,0.83,4.84,0.00,45.57,37.86,1.44,5.51,2.44,0.48,0.00
437,0.10,0.00,0.44,0.16,0.07,0.01,1.16,0.00,0.48,0.00,30.40,65.04,0.31,0.43,0.84,0.54,0.00
438,0.05,0.00,0.95,0.64,0.23,0.02,2.70,0.02,1.12,0.00,52.68,39.24,1.23,0.12,0.47,0.53,0.00
439,0.47,0.00,0.84,0.12,0.01,0.00,0.06,0.17,0.12,0.22,0.00,89.81,0.63,5.12,0.42,1.99,0.00
440,4.16,0.00,0.21,0.15,0.02,0.00,0.00,0.01,0.01,0.00,0.00,88.84,0.11,0.24,0.29,5.96,0.00
441,0.36,0.00,2.44,0.24,0.03,0.01,0.09,0.26,0.02,0.00,0.00,67.11,7.09,14.91,2.22,5.21,0.00
442,2.80,0.00,0.20,0.05,0.00,0.00,0.01,0.05,0.03,0.01,0.01,89.26,0.15,0.18,0.39,6.86,0.00
443,3.21,0.00,9.12,4.25,1.02,0.45,0.90,40.39,19.16,1.01,1.20,6.62,11.44,0.02,1.21,0.00,0.00
444,2.41,0.00,8.56,4.29,1.19,0.63,0.78,29.35,22.57,1.55,0.95,7.65,17.19,0.16,2.73,0.01,0.00
445,2.56,0.00,5.32,1.28,0.33,0.13,0.51,35.78,20.75,3.78,1.97,6.18,19.43,0.49,1.45,0.01,0.00
446,0.55,0.00,3.74,0.84,0.11,0.03,0.84,50.98,28.24,0.51,1.70,6.00,5.51,0.03,0.93,0.00,0.00
447,1.22,0.00,6.71,2.47,0.60,0.21,0.16,44.82,10.37,3.70,2.37,2.94,22.69,0.70,1.01,0.02,0.00
448,2.04,0.00,6.46,1.91,0.54,0.15,0.25,34.54,20.59,4.76,2.92,4.26,14.43,2.86,4.19,0.09,0.00
449,2.96,0.00,8.46,3.27,1.18,0.40,0.32,30.18,23.19,4.63,2.46,6.65,11.39,1.04,3.81,0.06,0.00
450,0.86,0.00,4.18,1.19,0.15,0.06,0.46,47.25,24.95,0.52,1.49,6.64,10.63,0.04,1.57,0.01,0.00
451,0.94,0.00,6.86,2.90,0.55,0.20,0.04,52.10,10.45,2.26,1.59,4.52,17.00,0.11,0.48,0.01,0.00
452,0.55,0.00,3.59,0.28,0.04,0.00,0.00,18.59,1.18,0.22,0.00,16.17,9.81,45.48,1.84,2.25,0.00
453,13.32,0.00,4.01,0.36,0.04,0.01,0.00,47.12,0.00,0.00,0.00,11.41,10.67,9.65,0.39,3.01,0.00
454,7.82,0.00,3.87,0.52,0.14,0.05,0.07,0.45,0.02,0.00,0.00,9.64,9.19,61.26,0.57,6.41,0.00
455,3.46,0.00,3.73,0.23,0.03,0.01,0.07,1.36,0.01,0.00,0.00,36.27,20.00,24.44,0.60,9.78,0.00
456,6.42,0.00,4.29,0.47,0.11,0.03,0.10,0.95,0.00,0.00,0.00,2.17,5.35,71.98,0.30,7.82,0.00
457,7.31,0.00,3.57,0.23,0.01,0.00,0.01,0.42,0.05,0.01,0.00,14.62,17.38,49.16,0.50,6.72,0.00
458,1.32,0.00,4.06,0.60,0.09,0.02,0.01,0.27,0.02,0.00,0.00,10.26,4.00,73.98,0.20,5.17,0.01
459,1.29,0.00,3.79,0.80,0.06,0.00,0.33,0.24,0.00,0.00,0.01,17.73,1.41,71.54,0.02,2.78,0.01
460,2.58,0.00,3.95,0.34,0.06,0.01,0.02,0.51,0.04,0.01,0.04,7.01,20.55,57.46,0.25,7.17,0.00
461,4.99,0.00,3.62,0.24,0.02,0.00,0.03,0.64,0.07,0.00,0.00,13.70,36.11,31.84,0.63,8.11,0.00
462,10.90,0.00,3.66,0.31,0.07,0.01,0.02,0.68,0.00,0.00,0.00,23.69,8.71,48.83,0.03,3.08,0.00
463,0.48,0.00,3.74,0.41,0.08,0.01,0.08,3.84,0.00,0.00,0.02,22.89,19.84,47.47,0.10,1.02,0.00
464,0.95,0.00,4.72,0.67,0.28,0.09,0.05,0.41,0.00,0.00,0.00,21.98,10.51,58.29,0.02,2.00,0.00
465,1.06,0.00,4.10,0.47,0.17,0.05,0.05,0.62,0.00,0.00,0.02,9.83,29.21,52.13,0.02,2.26,0.00
466,2.34,0.00,4.28,0.54,0.18,0.04,0.15,1.12,0.00,0.00,0.00,1.97,14.21,65.21,0.21,9.75,0.00
467,0.30,0.00,5.49,0.94,0.37,0.12,0.06,1.09,0.01,0.16,0.06,3.91,5.91,80.60,0.08,0.91,0.00
468,1.30,0.00,5.26,1.25,0.37,0.11,0.06,1.71,0.01,0.11,0.03,2.09,2.33,82.67,0.72,1.99,0.00
469,0.52,0.00,5.57,2.03,0.52,0.17,0.05,2.67,0.04,0.00,0.00,4.79,3.88,77.80,1.50,0.46,0.00
470,4.91,0.00,4.65,2.00,0.85,0.55,0.13,1.57,0.02,0.03,0.04,3.35,2.66,73.09,3.90,2.24,0.00
471,0.23,0.00,5.10,1.22,0.17,0.04,0.01,1.56,0.01,0.01,0.02,3.57,9.20,78.32,0.33,0.20,0.00
472,0.94,0.00,5.08,2.28,0.56,0.19,0.05,9.60,0.04,0.03,0.20,4.97,20.89,53.23,1.47,0.46,0.00
473,2.05,0.00,5.99,2.63,1.02,0.31,0.10,12.42,0.80,0.09,0.38,2.89,16.43,53.38,0.80,0.70,0.00
474,0.84,0.00,4.64,3.86,1.21,0.55,0.05,7.68,0.02,0.01,0.03,11.87,3.94,64.17,1.06,0.07,0.00
475,1.05,0.00,3.83,1.39,0.38,0.16,0.01,8.11,0.04,0.08,0.09,24.09,15.46,44.49,0.77,0.05,0.00
476,6.46,0.00,3.61,2.94,0.84,0.35,0.16,2.08,0.00,0.01,0.00,10.07,0.22,69.04,3.85,0.37,0.00
477,0.70,0.00,3.72,0.79,0.08,0.03,0.01,2.81,0.01,0.00,0.00,21.22,1.36,68.62,0.58,0.07,0.00
478,0.91,0.00,3.98,1.26,0.28,0.14,0.03,2.67,0.00,0.00,0.00,26.78,0.16,62.22,1.43,0.12,0.00
479,0.38,0.00,6.13,1.75,0.43,0.18,0.02,12.20,0.25,0.01,0.02,15.07,11.99,51.06,0.15,0.36,0.00
480,0.92,0.00,4.80,1.02,0.27,0.10,0.01,0.86,0.06,0.04,0.00,0.31,1.56,87.32,1.48,1.25,0.00
481,0.84,0.00,3.79,0.51,0.05,0.01,0.04,5.35,0.15,0.09,0.12,5.60,7.89,65.38,4.05,6.14,0.00
482,2.20,0.00,4.66,1.06,0.35,0.06,0.01,0.72,0.07,0.00,0.00,0.07,1.24,88.66,0.83,0.06,0.00
483,1.82,0.00,3.87,0.77,0.06,0.01,0.02,7.09,0.21,0.00,0.19,1.36,9.65,60.67,2.75,11.53,0.00
484,14.76,0.00,1.12,0.17,0.02,0.00,0.01,3.83,0.64,0.01,0.61,0.99,3.00,7.39,46.13,21.29,0.01
485,1.40,0.00,1.32,0.50,0.20,0.06,0.02,21.76,2.93,7.19,4.47,0.81,4.01,0.81,47.98,6.56,0.00
486,1.47,0.00,2.28,0.60,0.08,0.02,0.91,1.81,69.77,4.11,14.28,2.52,0.85,0.34,0.89,0.09,0.00
487,0.27,0.01,0.95,0.50,0.07,0.02,0.78,0.08,79.50,0.09,15.04,2.22,0.00,0.00,0.41,0.04,0.00
488,1.89,0.00,0.50,0.27,0.08,0.02,1.78,0.01,87.04,0.00,7.30,0.56,0.00,0.01,0.40,0.13,0.00
489,2.85,9.05,0.28,0.11,0.05,0.01,27.83,0.04,42.42,0.01,13.46,3.61,0.02,0.00,0.22,0.02,0.00
490,0.73,0.00,0.45,0.05,0.01,0.00,1.40,0.00,89.07,0.01,7.79,0.41,0.01,0.00,0.00,0.07,0.00
491,1.12,0.00,0.71,0.11,0.03,0.01,1.43,0.12,83.57,0.25,11.01,1.20,0.02,0.03,0.03,0.38,0.00
492,0.24,0.00,1.31,0.37,0.10,0.02,2.01,0.19,65.91,0.12,23.25,4.33,0.60,0.97,0.01,0.58,0.00
493,0.10,0.00,2.48,0.45,0.08,0.01,0.03,2.38,70.87,0.49,20.13,2.77,0.04,0.08,0.00,0.07,0.00
494,1.37,0.00,3.11,0.80,0.32,0.16,0.36,41.52,10.92,17.14,3.76,0.75,7.60,1.84,9.37,0.96,0.00
495,3.41,0.00,3.31,1.64,0.50,0.13,0.86,22.41,11.12,4.13,1.12,3.39,2.58,1.72,40.17,3.50,0.00
496,9.67,0.00,4.08,2.28,0.66,0.19,1.52,17.57,8.97,3.93,2.03,5.03,1.84,3.48,36.37,2.37,0.00
497,2.51,0.00,4.16,1.48,0.14,0.02,0.22,30.00,8.34,3.53,2.56,7.11,6.26,6.78,24.91,1.98,0.00
498,0.69,0.00,4.36,1.09,0.09,0.01,0.05,52.30,8.23,4.32,2.80,7.41,1.27,4.57,11.89,0.91,0.00
499,2.88,0.00,5.56,1.81,0.27,0.07,0.12,29.25,18.19,4.84,5.04,9.15,3.07,4.41,13.49,1.86,0.00
500,1.67,0.00,4.67,2.04,0.34,0.11,0.17,32.75,5.81,1.72,2.55,6.71,10.61,17.80,11.36,1.69,0.00
501,1.95,0.00,4.25,1.23,0.13,0.03,0.10,41.42,11.73,7.30,3.40,5.78,1.77,7.51,11.14,2.23,0.00
502,1.54,0.00,4.83,2.93,0.61,0.15,0.33,24.82,7.06,2.60,2.29,6.23,6.98,10.34,25.53,3.76,0.00
503,7.31,0.00,3.01,0.44,0.12,0.04,0.02,36.60,2.42,2.57,3.42,1.39,9.46,2.26,21.70,9.24,0.00
504,5.72,0.00,5.06,0.21,0.05,0.02,0.02,43.62,10.48,11.22,8.63,1.44,2.40,1.35,6.29,3.49,0.00
505,2.84,0.00,2.45,0.68,0.23,0.09,0.14,54.83,6.88,14.41,1.44,0.76,0.82,1.19,12.29,0.95,0.00
506,7.67,0.00,3.80,0.29,0.07,0.02,0.02,42.65,6.74,10.14,2.97,0.31,3.31,1.37,19.96,0.68,0.00
507,3.83,0.00,3.14,0.28,0.02,0.00,0.00,62.12,0.58,1.52,0.71,0.67,4.74,11.70,9.07,1.62,0.00
508,2.11,0.00,2.86,0.43,0.05,0.02,0.00,47.82,1.04,4.86,1.95,0.90,2.08,11.49,20.96,3.44,0.00
509,2.47,0.00,3.19,0.25,0.03,0.00,0.00,54.24,1.94,11.70,0.88,0.68,0.46,5.58,16.65,1.92,0.00
510,12.48,0.00,3.81,0.53,0.11,0.04,0.01,25.71,4.21,13.42,1.47,0.54,0.15,1.82,30.75,4.96,0.00
511,3.52,0.00,2.95,0.30,0.03,0.01,0.02,48.91,3.69,6.10,1.70,0.66,0.25,3.07,26.73,2.05,0.00
512,3.07,0.00,4.11,0.73,0.21,0.10,0.09,38.49,4.26,7.97,1.86,1.93,1.53,4.74,28.91,2.02,0.00
513,0.54,0.00,2.66,0.71,0.06,0.01,0.16,25.07,4.92,7.43,1.67,1.91,5.58,2.72,45.33,1.22,0.00
514,8.27,0.00,3.75,1.65,1.00,0.32,10.26,29.77,3.12,11.73,10.73,1.03,2.28,0.28,13.19,2.60,0.00
515,14.86,0.00,0.88,0.10,0.04,0.01,0.02,14.39,17.63,20.24,6.58,0.42,0.07,0.04,22.68,2.04,0.01
516,2.52,0.00,2.08,0.35,0.07,0.01,0.22,16.96,3.55,7.92,4.68,0.59,5.62,1.38,45.14,8.89,0.00
517,4.09,0.00,1.91,0.37,0.14,0.05,0.15,16.08,12.04,12.14,8.25,0.44,1.46,0.09,39.71,3.07,0.00
518,11.00,0.00,3.13,0.48,0.07,0.01,0.02,48.08,5.70,1.00,3.99,1.84,5.74,2.67,10.59,5.67,0.00
519,13.47,0.00,2.79,0.44,0.10,0.03,0.03,34.61,8.29,2.78,2.11,0.52,7.88,1.16,18.61,7.17,0.00
520,9.00,0.00,2.46,0.54,0.14,0.05,0.31,24.14,8.65,14.37,7.64,0.48,2.03,0.24,26.61,3.34,0.00
521,1.89,0.00,2.88,1.30,0.56,0.17,0.06,35.80,15.93,17.12,6.40,0.17,0.99,0.08,15.99,0.66,0.00
522,3.65,0.00,2.63,0.79,0.20,0.06,0.32,42.51,9.19,14.72,2.05,1.03,3.33,1.56,16.26,1.70,0.00
523,2.92,0.00,2.52,0.33,0.07,0.04,0.19,36.29,11.12,12.70,2.68,1.82,0.43,0.42,27.03,1.44,0.00
524,4.19,0.00,2.66,0.78,0.44,0.18,1.05,42.92,8.71,18.73,1.37,2.22,0.12,0.04,16.26,0.32,0.00
525,2.35,0.00,2.59,0.44,0.07,0.01,0.28,41.81,17.42,4.40,2.50,5.00,0.09,0.09,21.04,1.91,0.00
526,1.03,0.00,1.41,0.31,0.05,0.01,0.02,8.86,9.79,1.34,0.62,1.57,0.11,0.05,57.66,17.17,0.00
527,0.27,0.00,3.87,1.70,0.54,0.20,0.42,17.70,8.62,5.76,0.74,3.12,14.88,8.69,29.39,4.11,0.00
528,5.80,0.00,9.63,6.68,4.07,2.07,0.06,29.43,1.41,1.06,0.52,2.42,21.29,10.64,1.70,3.22,0.00
529,1.18,0.00,4.48,1.58,0.38,0.16,0.01,31.82,1.52,1.36,0.65,1.15,8.30,41.03,4.74,1.64,0.00
530,4.67,0.00,4.99,1.73,0.35,0.15,0.03,27.83,7.69,4.72,2.42,6.38,2.66,20.16,9.25,6.96,0.00
531,2.64,0.00,4.19,1.25,0.16,0.05,0.03,25.95,4.08,2.22,0.08,0.40,6.17,38.23,9.33,5.22,0.00
532,0.73,0.00,3.60,0.53,0.09,0.01,0.00,39.69,1.39,3.66,0.57,0.42,5.91,16.32,26.60,0.48,0.00
533,1.71,0.00,4.29,1.83,0.35,0.10,0.10,16.23,1.15,1.62,0.50,0.60,14.85,36.89,16.40,3.39,0.00
534,1.36,0.00,4.59,2.87,0.42,0.13,0.51,11.81,0.24,3.66,0.80,0.39,36.88,15.37,20.14,0.84,0.00
535,3.82,0.00,7.99,5.11,2.69,1.01,0.02,17.57,1.88,0.08,0.59,3.86,14.17,28.11,1.46,11.65,0.00
536,6.56,0.00,5.86,4.24,1.91,0.68,0.14,9.58,0.26,0.04,2.39,2.03,17.19,44.50,0.33,4.31,0.00
537,12.96,0.00,4.50,0.73,0.19,0.06,0.03,19.39,1.05,0.03,0.72,4.56,14.36,35.52,0.76,5.16,0.00
538,3.00,0.00,3.71,1.56,0.39,0.11,0.01,14.63,0.59,0.08,0.62,3.06,27.48,35.68,2.90,6.18,0.00
539,2.24,0.00,4.15,0.55,0.15,0.04,0.02,17.88,3.37,0.04,2.53,3.26,19.56,33.27,3.16,9.77,0.00
540,11.21,0.00,5.68,3.40,0.96,0.32,1.47,30.71,3.81,2.20,1.49,8.60,3.82,15.34,9.62,1.36,0.00
541,4.72,0.00,4.66,2.01,0.29,0.04,0.11,37.56,9.81,2.19,4.45,11.41,0.69,4.24,15.84,1.98,0.00
542,0.10,0.00,3.74,1.69,0.21,0.04,0.02,11.50,0.08,0.01,0.55,0.63,31.39,49.65,0.17,0.21,0.00
543,2.88,0.00,3.78,1.52,0.30,0.09,0.04,35.55,0.89,0.21,0.74,4.28,17.17,29.34,2.26,0.97,0.00
544,0.12,0.00,4.41,2.61,0.54,0.17,0.06,6.13,0.07,0.00,0.00,12.32,14.48,58.61,0.38,0.10,0.00
545,0.43,0.00,5.11,4.81,1.12,0.45,0.08,7.76,0.11,0.09,0.59,1.40,17.03,58.64,1.26,1.12,0.00
546,3.49,0.00,8.69,10.94,4.23,1.52,0.49,13.33,0.31,1.09,0.70,1.53,11.36,32.43,7.37,2.53,0.00
547,3.51,0.00,3.86,3.71,0.97,0.31,0.09,7.19,0.25,0.22,0.39,0.37,16.21,50.44,3.98,8.49,0.00
548,9.55,0.00,4.67,6.30,2.51,0.92,0.18,5.17,0.06,0.82,0.47,0.55,25.03,34.36,6.19,3.23,0.00
549,0.59,0.00,3.99,3.77,0.95,0.29,0.07,4.46,0.00,0.01,0.00,0.46,3.08,81.91,0.41,0.01,0.00
550,1.62,0.00,7.66,29.68,28.53,16.89,0.68,2.57,0.08,0.22,1.01,1.73,1.08,3.90,3.98,0.37,0.00
551,0.68,0.00,2.38,2.41,0.52,0.15,0.04,3.81,0.15,0.07,0.83,1.86,1.62,78.03,6.50,0.95,0.00
552,1.22,0.00,3.73,3.36,0.58,0.20,0.07,10.71,0.20,0.03,0.05,1.77,2.00,74.97,1.05,0.07,0.00
553,0.70,0.00,9.02,13.21,10.38,4.10,0.30,7.17,0.03,0.70,0.44,3.86,5.56,38.86,3.64,2.03,0.00
554,1.19,0.00,9.80,25.41,10.29,4.13,0.51,7.54,0.08,0.94,1.13,3.86,6.03,25.83,3.02,0.24,0.00
555,0.67,0.00,4.47,3.05,0.74,0.25,0.08,10.35,0.06,0.04,0.08,0.58,8.61,70.40,0.45,0.18,0.00
556,0.89,0.00,6.44,3.09,0.88,0.37,0.10,9.07,0.07,0.05,0.20,0.95,6.69,69.37,1.55,0.30,0.00
557,0.84,0.00,8.39,5.40,2.17,0.90,0.05,11.32,0.13,0.23,0.12,0.94,7.14,62.10,0.18,0.10,0.00
558,1.10,0.00,9.35,5.03,1.67,0.59,0.04,11.44,0.15,0.02,0.00,1.49,10.68,58.19,0.00,0.25,0.00
559,0.72,0.00,6.62,2.87,1.07,0.43,0.11,37.13,1.06,0.18,0.41,1.49,13.79,34.06,0.02,0.05,0.00
560,0.37,0.00,4.08,1.69,0.39,0.12,0.02,3.70,0.01,0.58,0.00,0.72,5.36,82.87,0.04,0.06,0.00
561,0.66,0.00,6.43,2.34,0.69,0.27,0.00,12.83,0.06,0.00,0.04,1.21,9.50,65.81,0.05,0.11,0.00
562,3.37,0.00,6.08,2.30,0.54,0.24,0.09,9.52,0.25,0.01,0.65,0.49,7.21,61.21,6.92,1.13,0.00
563,1.94,0.00,6.97,5.38,1.52,0.74,0.24,11.14,0.45,0.27,0.49,1.28,11.07,47.48,10.59,0.44,0.00
564,1.02,0.00,5.35,1.20,0.16,0.06,0.01,9.86,0.17,0.00,0.34,1.04,3.14,76.01,1.17,0.48,0.00
565,2.67,0.00,7.35,5.84,1.98,0.81,1.17,24.71,4.20,2.31,1.51,6.62,4.13,24.24,10.90,1.55,0.00
566,1.17,0.00,6.08,5.66,1.66,0.61,0.51,14.45,0.45,0.42,0.35,1.57,13.12,44.69,9.08,0.17,0.00
567,1.19,0.00,7.14,5.13,1.77,0.77,0.36,13.61,0.59,0.39,0.19,0.71,17.89,40.00,9.99,0.27,0.00
568,3.24,0.00,10.40,6.31,2.12,0.86,0.48,22.29,0.86,0.85,0.21,1.16,16.01,19.59,14.36,1.25,0.00
569,0.69,0.00,7.91,7.61,6.30,2.60,0.32,6.69,0.05,0.08,0.08,1.00,3.97,59.56,2.43,0.69,0.00
570,0.88,0.00,11.43,11.55,6.24,2.82,0.45,16.96,0.66,0.06,0.11,1.61,4.84,39.80,2.21,0.39,0.00
571,1.09,0.00,5.35,2.37,0.48,0.20,0.45,7.40,0.03,0.00,0.00,0.65,0.86,78.79,1.59,0.74,0.00
572,2.25,0.00,7.05,4.86,1.66,0.75,1.16,6.90,0.07,0.00,0.00,1.38,1.25,66.95,0.14,5.58,0.00
573,0.59,0.00,4.73,3.99,1.02,0.35,0.20,13.90,0.82,0.52,0.52,1.58,10.84,50.25,10.02,0.67,0.00
574,0.27,0.00,1.97,0.41,0.11,0.01,0.03,70.15,7.48,8.72,1.00,0.11,6.81,1.17,1.56,0.20,0.00
575,5.74,0.00,0.53,0.05,0.01,0.00,0.07,59.40,14.82,10.16,3.31,0.12,0.04,0.02,4.99,0.74,0.00
576,3.07,0.00,0.87,0.10,0.01,0.00,0.12,53.73,19.49,4.94,4.35,0.80,1.65,0.44,9.82,0.61,0.00
577,7.00,0.00,2.87,0.61,0.12,0.03,0.25,33.19,32.29,17.11,0.97,0.63,0.48,0.45,3.85,0.16,0.00
578,6.21,0.00,1.57,0.24,0.04,0.01,0.10,47.65,26.52,10.31,1.69,0.31,0.25,0.12,4.43,0.56,0.00
579,2.68,0.00,0.16,0.01,0.00,0.00,0.02,64.04,8.60,2.00,5.11,0.81,1.45,0.30,14.05,0.78,0.00
580,0.75,0.00,1.11,0.24,0.04,0.01,0.05,43.12,13.90,2.94,6.76,2.32,15.14,5.51,7.70,0.41,0.00
581,1.10,0.00,2.70,0.42,0.06,0.01,0.08,49.59,9.40,26.92,1.51,0.05,2.75,0.06,4.57,0.78,0.00
582,1.63,0.00,7.03,3.48,2.21,0.55,0.37,31.46,10.11,5.78,1.84,0.60,19.45,3.16,10.51,1.83,0.00
583,0.73,0.00,2.74,0.75,0.19,0.03,0.10,50.70,10.71,25.07,0.91,0.31,3.86,0.78,2.88,0.25,0.00
584,3.11,0.00,3.98,0.78,0.23,0.03,0.15,58.45,5.53,17.49,0.47,0.09,2.24,0.15,6.76,0.52,0.00
585,2.80,0.00,5.04,1.27,0.49,0.09,0.08,65.09,6.00,6.84,0.78,0.11,5.66,0.46,4.84,0.46,0.00
