uniqid_huc10,atmdep_so4_1985_huc10,atmdep_so4_1986_huc10,atmdep_so4_1987_huc10,atmdep_so4_1988_huc10,atmdep_so4_1989_huc10,atmdep_so4_1990_huc10,atmdep_so4_1991_huc10,atmdep_so4_1992_huc10,atmdep_so4_1993_huc10,atmdep_so4_1994_huc10,atmdep_so4_1995_huc10,atmdep_so4_1996_huc10,atmdep_so4_1997_huc10,atmdep_so4_1998_huc10,atmdep_so4_1999_huc10,atmdep_so4_2000_huc10,atmdep_so4_2001_huc10,atmdep_so4_2002_huc10,atmdep_so4_2003_huc10,atmdep_so4_2004_huc10,atmdep_so4_2005_huc10,atmdep_so4_2006_huc10,atmdep_so4_2007_huc10,atmdep_so4_2008_huc10,atmdep_so4_2009_huc10,atmdep_so4_2010_huc10,atmdep_so4_2011_huc10,atmdep_so4_2012_huc10
96,10.8304,10.0166,12.6845,8.2840,12.9060,14.0603,11.0453,9.8868,10.2306,10.4389,10.9695,9.5383,10.2809,8.3768,12.7268,9.4073,9.1659,10.5311,6.7788,10.6632,7.0414,8.7755,8.6035,7.1804,7.5166,5.5415,5.8327,5.7617
97,3.7293,2.8583,2.9641,2.1904,1.0487,1.9665,1.6448,2.5331,1.8016,1.6866,1.3703,1.1746,2.3521,2.2135,1.3822,1.6314,1.3653,1.3321,0.9807,2.0815,1.7950,2.4662,1.6181,1.0693,1.3466,1.6721,2.0925,0.9228
98,4.5735,5.2316,3.7254,4.4163,2.7506,4.4542,3.7246,3.7251,3.3063,2.8858,1.6418,2.4836,3.4890,2.4397,1.8777,2.6056,3.1290,1.8873,1.5731,2.5970,1.7407,3.2190,2.0766,2.0142,1.9398,1.9188,2.1463,0.9949
99,11.8723,11.0616,13.3074,9.2796,15.9501,16.1364,13.5117,10.8812,12.1481,14.5655,12.6061,12.6323,12.7015,10.5367,14.3477,11.5812,12.2249,12.7210,6.9611,10.7494,5.8373,9.6147,10.0512,7.3600,9.3115,6.2868,6.9391,6.8763
100,1.0588,1.3316,1.4537,1.2651,0.5414,1.3213,1.5923,2.0127,1.1390,0.9976,1.0586,0.6876,1.0401,1.8244,1.2807,0.5445,0.8791,0.4951,0.8213,1.1757,1.3905,0.5344,0.4622,0.4122,0.3792,0.7209,0.5058,0.8281
101,1.9410,2.6713,3.0123,2.9074,1.6660,1.7347,1.9030,2.4564,1.8814,1.5947,2.1225,1.4708,1.1809,2.9290,4.1626,1.7926,3.2204,2.5777,2.1207,1.2861,2.3485,2.8445,1.1411,1.3432,1.0212,2.3616,1.1107,1.7422
102,2.9281,2.6946,3.1907,2.4160,1.5069,2.5755,2.4315,3.3241,2.6776,1.6427,1.8731,1.4611,1.8443,2.5893,2.0291,1.5285,1.8670,0.8829,1.4738,1.9226,2.0602,1.5794,1.2942,1.2431,0.9855,1.4305,1.2243,1.0253
103,2.4151,3.0302,4.0288,2.5762,1.3611,3.4551,2.8016,2.7839,2.2302,1.9491,1.8102,1.3478,3.0859,2.3527,2.0991,2.2425,1.9639,1.5178,1.6015,3.2529,2.4031,1.7698,1.3150,1.4957,1.2681,2.0135,1.3320,1.2550
104,1.7732,1.8814,1.8505,2.2566,0.8473,0.9587,2.1165,2.8606,2.7810,1.8214,1.6887,1.3935,1.4815,3.1554,3.3795,1.4121,1.9418,0.8191,1.5098,1.7437,2.0021,1.3935,0.8162,1.1881,0.6424,1.7852,1.2966,0.8179
105,5.3660,5.9268,8.9243,4.3930,5.8719,9.1083,7.6910,6.4046,3.8861,7.0091,6.3823,6.6838,8.9159,7.0560,5.9268,10.2697,6.8932,5.7719,5.1245,7.8872,5.9287,4.1838,7.4241,3.6877,5.0768,3.4003,2.9403,4.5909
106,7.3092,9.1338,6.0939,6.1831,7.5136,6.4646,6.9912,6.7549,4.7246,5.3176,8.3254,5.7709,9.7726,4.4764,8.8119,6.7679,6.1378,5.8748,4.4658,6.3580,3.9030,4.9841,5.3849,4.6855,4.0316,3.9274,3.4122,3.9471
107,7.5343,8.3588,6.4345,7.0198,6.6499,5.3106,6.2687,6.8494,4.5158,5.6480,7.2265,5.6909,9.2020,4.5634,7.2543,5.8090,6.2471,5.3068,4.4436,6.7096,4.5115,4.4737,4.9432,3.9849,3.6846,4.0127,3.2910,3.8128
108,3.3007,4.2069,3.4971,3.1408,1.7654,3.6840,2.2531,2.8466,2.4122,2.7465,1.4794,2.2290,3.7295,2.5257,1.4736,1.9274,2.1695,2.0743,1.3942,1.7444,1.6862,2.4553,1.9074,1.3898,1.7865,1.8000,2.1042,1.1010
109,2.5771,2.3510,3.0940,1.9289,1.2310,1.6496,1.6824,2.4323,1.3941,1.4234,1.3084,1.1911,1.7371,1.7076,1.3865,1.3842,1.2570,1.0185,0.6933,1.9433,1.4620,1.2466,1.3869,0.7993,0.8307,1.1816,1.8071,0.9140
110,5.0385,6.3041,3.8779,4.2383,2.7235,3.2376,3.8498,3.0543,2.6541,2.8962,2.3294,2.8563,6.3566,3.3612,2.2881,3.1987,3.1200,3.2069,1.8599,3.4800,2.5742,1.9975,1.8864,1.9273,1.8089,2.2187,1.5840,1.1723
111,0.5117,0.5614,0.8833,0.5731,0.3113,0.2610,0.6687,0.6619,0.4468,0.5666,0.5464,0.4788,0.3768,1.2360,1.0658,0.3666,0.7295,0.4947,0.4324,0.4161,0.5081,0.6188,0.1915,0.3008,0.2682,0.6393,0.3695,0.2763
112,5.6100,6.1654,4.3467,5.3095,4.6952,5.4319,4.8994,3.2322,4.2876,5.0642,3.6015,3.2560,4.2321,3.5262,3.2436,3.1541,3.0929,2.4599,2.9362,2.8027,3.0263,2.5743,3.3693,2.7914,2.2940,2.4798,2.2214,2.0980
113,3.8611,3.9974,3.3904,2.8808,1.0680,3.7590,2.6369,2.9898,2.5342,2.5396,2.4134,2.7310,2.6964,2.5042,2.6147,2.1092,1.7494,1.2090,1.2596,1.5982,1.9257,1.5730,1.7931,1.3123,1.8111,1.5066,1.4021,1.2433
114,4.1637,4.6421,4.5138,3.3855,3.2412,6.0236,4.1577,4.7308,2.9934,3.0679,3.4067,4.0549,3.9323,2.1467,3.4697,2.0722,2.8823,2.6175,2.6804,5.3356,3.0176,2.3808,2.9303,1.7349,2.5405,3.4938,1.0606,2.8316
115,3.8523,4.2667,4.2970,3.0472,3.3155,6.1654,4.2849,4.7583,2.6586,2.9106,3.3766,3.3315,3.6539,1.9804,3.3185,1.9318,2.4764,2.3354,2.6593,4.9007,3.3406,2.2951,2.9953,1.7261,2.4487,3.0209,0.8530,2.8517
116,4.1249,7.9280,4.7497,5.1914,3.1281,4.7899,5.5601,5.6658,4.0683,3.5518,3.5896,3.7825,5.0700,2.0939,3.4520,3.3983,3.4755,3.4435,3.3536,5.4404,3.9855,3.2258,4.3432,2.3690,2.9352,3.3276,1.4566,3.6618
117,10.9323,9.3494,13.7840,9.5439,11.7919,15.3142,12.7530,10.3875,12.5664,12.0632,11.1553,10.3512,10.7969,8.8887,12.9321,10.8954,10.8545,10.8509,7.5570,10.0866,7.8573,8.0531,8.8103,6.9904,8.8079,5.8186,6.3360,6.3609
118,2.8897,2.3673,2.4902,4.0192,0.7008,3.4613,1.8494,2.4135,1.5350,1.6608,1.7915,1.2215,2.2601,2.0810,1.7992,1.5576,1.2819,0.9102,1.1429,1.4720,1.4928,1.5003,1.6651,1.3105,1.2110,1.5337,1.5012,1.0959
119,4.3589,6.3145,3.9540,4.4542,2.6075,2.7637,4.1574,3.5913,3.1656,2.6922,2.1779,3.1739,6.0258,3.2344,2.1598,2.9751,3.3754,3.5748,2.0747,3.8146,2.4029,2.5409,2.9118,1.9546,1.8498,2.5783,1.8295,1.2706
120,9.2103,6.8244,7.9924,6.8778,5.8246,4.9515,7.9080,8.3783,8.7647,7.8014,8.8350,4.7868,9.1691,7.7542,8.6724,5.4254,6.6893,7.0078,10.0983,7.1947,6.8752,7.3775,7.5105,6.1704,4.7496,6.5021,2.7702,3.7481
121,6.1671,7.2150,4.6738,6.2041,4.9728,5.4429,5.9325,3.7216,4.0526,5.5110,4.3066,4.1115,5.2623,3.9536,4.0141,3.7986,3.8206,3.1406,2.9258,3.7664,3.4571,2.7971,3.3671,2.9245,2.2684,2.9701,2.4307,2.2361
122,0.7547,1.0490,1.3222,0.8785,0.4919,1.0690,1.4073,1.7041,0.9582,0.7799,1.0438,0.5901,0.9940,1.9783,1.1718,0.5750,0.8253,0.4967,0.8039,1.0785,1.2529,0.4681,0.4883,0.3757,0.3420,0.6830,0.3814,0.6523
123,1.8879,2.1428,2.9844,2.7202,1.7275,2.1571,2.0170,2.8882,2.0828,1.7000,2.3655,1.5709,3.1684,2.7948,2.5984,2.4345,2.3382,1.5600,1.7736,2.3607,2.5718,1.7200,0.9488,1.1441,0.8780,1.7472,1.0777,1.1598
124,5.7640,8.6178,8.2155,4.7492,7.2993,9.2817,9.0904,7.5788,4.9580,8.2268,6.7644,7.9214,8.3606,4.8079,7.0167,5.5560,6.8382,7.8712,6.1413,8.2816,7.6102,4.6250,7.2805,5.0328,5.0758,4.7640,3.6764,5.7779
125,3.5546,5.2999,4.3119,2.9186,3.5308,4.4773,4.0655,4.5842,2.3070,2.8800,3.2950,3.3312,3.4290,2.0904,3.2069,1.9281,2.1597,2.7450,2.1966,4.6861,3.4846,2.3508,3.7713,1.7351,2.3628,2.8044,0.7568,2.7815
126,1.0233,1.2266,1.7828,1.2824,0.4673,0.6594,1.4724,1.9847,1.0439,0.9829,1.1265,0.8189,1.0456,2.3069,2.8013,0.9491,1.5563,0.9819,1.1762,1.1400,1.7844,1.0950,0.5589,0.9396,0.4001,1.3594,1.0928,0.6771
127,6.9855,9.7674,6.2656,5.4198,5.8442,5.1891,5.6491,6.6367,4.1348,4.6694,6.1383,4.8576,7.5394,3.5734,5.6934,5.5581,5.1654,4.8817,3.9071,6.7780,4.2733,4.6484,4.9351,4.3733,2.8592,4.6811,2.0968,2.9702
128,2.9264,1.7420,3.2256,2.7781,1.4282,2.4448,3.6166,3.0395,3.4192,2.8647,3.2044,2.1476,2.4524,4.4923,5.2129,1.5296,2.0018,1.5403,2.1273,2.2733,2.4769,2.2007,1.3180,1.5727,1.0315,1.9535,2.0262,1.6369
129,5.3535,5.5192,6.6949,3.6054,6.7550,7.1322,5.2613,4.4924,3.1727,3.3723,4.6096,5.1146,4.5690,2.7454,3.6875,2.9131,2.8127,3.4253,3.8905,5.6981,3.6521,2.7188,3.4817,2.3981,3.3287,2.7878,1.4676,3.9963
130,4.5463,5.6410,7.8014,4.1577,5.4929,9.4061,6.4440,5.8524,4.1862,5.6286,6.2678,4.9622,7.2988,6.0555,5.7875,7.6537,5.9589,5.0557,4.7257,7.2029,5.7482,3.7892,7.1487,4.3246,4.9634,3.3312,2.7867,4.3330
131,2.7095,2.2142,2.6520,1.9506,0.8853,1.7580,1.3621,2.0967,1.3923,1.3033,1.1625,0.9790,2.1163,1.9042,1.1900,1.4570,1.2359,1.1513,0.8096,1.9856,1.5794,1.6684,1.2853,0.8419,0.9993,1.3541,1.4714,0.8412
132,4.5122,4.3273,3.6510,2.4999,1.2867,2.5694,2.3741,3.2529,2.8228,2.5947,1.9725,1.5473,3.1686,2.5647,1.9917,1.6379,1.4702,1.9159,0.9334,1.5902,1.9672,2.2643,1.8064,1.0713,1.4080,1.9296,2.1683,0.8302
133,0.5132,0.6157,0.9297,0.6556,0.3188,0.3483,0.7386,0.7409,0.5109,0.5813,0.5979,0.4946,0.3852,1.1944,1.1063,0.3872,0.7660,0.4899,0.4385,0.4482,0.4997,0.6439,0.2049,0.2717,0.2609,0.6472,0.3904,0.2575
134,0.6830,0.7010,1.2228,0.6337,0.3997,0.4108,0.7765,0.8098,0.3655,0.8844,0.4696,0.4622,0.5597,1.6843,1.4120,0.5718,0.9309,0.5739,0.6543,0.6434,1.0465,0.6456,0.3086,0.4370,0.2893,0.7948,0.6038,0.4716
135,4.4770,5.1821,4.7315,3.6053,1.9160,4.3767,3.1302,3.7291,2.7702,3.0608,2.6610,2.7493,3.9215,3.1982,2.5775,2.1851,2.3921,2.4426,1.6148,1.9905,2.1674,2.8393,2.3866,2.0054,1.9999,2.2615,2.5645,1.2808
136,14.1933,10.6056,11.7987,8.2672,10.6595,9.1202,7.1716,11.1023,11.4341,7.4644,10.5237,9.2839,10.2258,12.3140,11.4790,7.8604,9.3300,8.7297,10.0898,8.5634,11.0268,6.6109,9.3435,9.2863,8.8928,6.4920,6.3477,5.0325
137,9.8058,9.2329,10.3859,6.6059,11.3004,11.6795,9.7382,9.3639,8.4173,8.3888,9.8470,8.0648,9.4518,7.6664,11.4799,8.3767,7.1143,9.8271,6.0478,9.8992,7.7207,7.4567,7.3495,6.2140,6.2487,5.2152,4.5315,5.0479
138,3.4470,4.1365,2.9351,3.1465,1.5931,3.9399,2.4556,3.0851,2.1878,2.8432,2.5907,2.0381,3.4741,2.4305,2.1235,2.1464,1.9108,1.7781,1.8230,1.7365,2.1028,1.9144,2.3770,1.7288,1.9170,2.0318,1.5213,1.2908
139,3.7320,4.1304,3.5922,2.8413,1.3057,3.1166,2.3585,3.0138,2.1074,2.1608,1.9266,1.7645,3.4127,2.7373,1.9190,1.8409,1.8427,2.1607,1.2703,1.8984,1.9896,2.6881,1.9418,1.4472,1.6017,2.0045,2.2995,1.0551
140,7.9398,6.3908,5.9271,5.1769,2.3473,4.1320,3.7230,4.7394,3.9409,3.7790,1.9251,3.0079,5.3292,3.8921,2.3541,2.0461,3.2889,3.2732,2.3341,3.1203,2.7214,3.7431,2.9419,2.9619,2.0094,2.2756,2.2283,1.8554
141,0.5897,0.4427,0.4052,0.3340,0.1652,0.3823,0.6630,0.8617,0.5660,0.4148,0.2952,0.0820,0.6430,0.3720,0.3922,0.1224,0.2993,0.0756,0.2265,0.5130,0.5779,0.1223,0.2598,0.2279,0.0948,0.3777,0.2330,0.2557
142,0.6616,0.8766,1.3096,0.6274,0.4587,0.9346,1.3669,1.6259,0.9024,0.6281,0.8379,0.3953,0.9077,1.5549,0.9212,0.4114,0.7096,0.3665,0.7757,1.0909,1.1631,0.3780,0.3188,0.2814,0.2179,0.5490,0.3178,0.5807
143,4.4969,6.2735,3.8002,4.3402,2.7649,3.2470,4.3725,3.2922,2.9784,2.8855,2.2412,3.0287,6.4108,3.6314,2.1872,3.1405,3.1764,3.5845,2.0650,3.5722,2.6555,2.3219,2.2417,2.0107,1.8060,2.4722,1.6129,1.2259
144,2.0732,2.1808,2.2359,2.3261,1.4125,2.1071,1.8153,2.5545,1.8270,1.3350,1.4107,0.7712,2.2245,2.2964,1.6703,1.6283,1.4679,0.7340,1.4389,2.4529,1.7392,1.0344,0.7584,0.9504,0.6068,1.0484,0.9095,0.8725
145,5.4531,5.4040,4.9149,4.5746,2.6427,4.1352,3.7365,3.1926,2.6639,3.4176,2.2168,2.5414,3.4856,2.3535,2.5390,2.6967,2.2869,1.9192,1.7572,2.0366,2.2010,2.3657,2.2715,1.0883,1.2065,1.7358,1.4383,1.5085
146,5.1859,7.3816,4.2858,7.3203,4.0943,4.2821,5.4296,3.5023,4.2350,3.8840,3.1543,4.1110,6.5416,3.7395,2.8425,4.2953,3.6818,3.1659,4.2931,4.2030,3.4340,2.7049,2.8101,2.9468,2.3986,3.0092,2.3611,1.3936
147,1.5339,2.0295,2.1856,1.8693,0.8536,1.0867,2.2238,1.9650,1.5021,1.5962,1.7691,1.6664,1.3322,2.8319,3.4517,1.3763,2.5190,1.8248,0.9931,1.1984,1.3416,2.0112,0.7296,1.0716,0.9094,1.8061,1.4321,1.2491
148,6.3838,6.5554,4.6097,6.0651,3.0290,4.3620,4.0020,4.0162,4.0810,3.5724,2.3395,3.5518,4.4129,3.1219,2.6903,2.5351,3.6887,2.9618,1.9798,2.9828,2.1151,3.5872,2.2632,2.1145,1.9071,1.8789,2.2638,1.2165
149,0.4576,0.3554,0.7027,0.4609,0.1514,0.1309,0.7470,0.9161,0.6807,0.3992,0.4006,0.1331,0.7628,0.5796,0.6123,0.1939,0.4577,0.1627,0.4230,0.7450,0.8435,0.2039,0.2542,0.3404,0.1503,0.4236,0.3040,0.3586
150,7.9603,11.3893,9.2642,8.8858,9.4466,8.1156,8.4510,7.9981,7.5978,6.7093,10.2054,8.8998,11.9335,5.7718,11.5812,8.1408,6.9575,7.2471,5.4594,7.9754,7.0516,6.0930,7.4844,5.7435,5.6199,4.0927,4.2835,4.1923
151,10.5478,10.5533,9.4703,9.2492,10.6062,12.0264,11.9725,11.2105,8.6238,9.4761,10.1824,9.3286,13.6765,10.8310,10.8997,11.7863,11.1933,9.6061,8.1380,12.6054,8.5900,7.2621,10.5843,6.7627,9.2009,6.8504,5.9256,7.6006
152,4.5910,5.4637,3.9233,4.4945,3.6921,3.5792,4.2608,3.3087,3.3246,3.2371,2.7174,3.5101,4.2958,2.6321,2.5715,3.1009,3.2562,2.3894,1.9163,3.4082,3.3153,2.4638,2.2263,2.0672,1.8830,2.9521,1.8566,1.3750
153,9.0895,5.9097,6.6738,4.6236,6.0228,7.2555,6.1641,6.7929,4.0297,6.2587,6.1563,4.6076,7.9151,5.8067,5.8936,6.3355,4.4128,7.2138,7.2368,7.3068,5.6091,4.2343,7.7118,5.5116,3.9232,4.4737,2.7622,4.6325
154,11.3719,11.4152,10.3322,8.9697,11.6688,13.3879,14.6192,11.8350,9.8854,11.1517,10.8043,7.7595,14.4393,11.5029,11.5426,12.9290,11.9350,9.4235,8.4625,11.8940,8.1501,9.0740,11.2892,7.8487,9.6151,6.3442,6.4118,7.8924
155,6.3637,6.0347,7.7337,4.9033,5.7542,6.3672,4.1610,7.1498,8.8007,4.7692,6.1105,7.7625,6.5045,5.7113,6.0157,6.3930,6.5677,4.4318,4.6963,5.1659,5.6179,5.6886,5.9795,5.4483,4.6604,3.3997,3.8166,3.5982
156,10.9519,8.7895,8.5413,7.7750,9.3405,7.7910,11.3098,10.3178,8.1163,12.7802,8.0300,6.8413,12.1895,10.6386,7.6224,10.8446,9.3036,9.6571,7.2547,12.3086,7.6728,5.6989,9.6226,4.8724,9.0921,5.8878,4.5778,6.9528
157,1.1551,2.3733,1.9007,1.6258,0.6095,0.6472,2.4306,2.9251,1.3440,1.6214,1.3788,1.3694,1.6477,3.4223,4.2290,1.3665,2.4083,1.0430,1.3499,1.6378,2.5582,1.8285,0.8789,1.3469,0.8259,1.7324,1.5923,1.0997
158,3.2030,4.1537,2.6161,3.7045,1.6228,2.8484,2.5679,2.7715,2.1333,2.6749,1.3575,1.9998,3.2830,2.2926,1.3653,1.9657,1.9567,1.7262,1.3380,2.0377,1.7560,1.8653,1.7217,1.2892,1.4913,1.2582,1.3173,0.8447
159,6.0002,6.0656,9.1162,4.0245,6.4136,8.4653,8.0047,6.7252,4.0645,6.8451,6.6168,6.6497,9.0236,6.4450,6.2087,9.6265,6.4496,5.4482,4.7795,6.6848,5.5079,4.1494,6.7991,3.7874,6.0984,3.5602,2.9014,4.4016
160,0.3727,0.7384,0.7870,0.6620,0.1785,0.2081,0.8881,1.3988,0.8403,0.4662,0.6327,0.3650,0.5252,1.3824,1.4792,0.4433,0.9111,0.4319,0.6082,0.7624,1.2296,0.4733,0.2546,0.4840,0.2248,0.8360,0.5238,0.2980
161,8.8862,10.3202,9.8951,6.8147,9.2893,11.7911,10.7090,10.5386,8.1646,9.4291,9.4758,8.5609,12.5931,9.8207,9.9887,10.0310,9.6660,8.4438,7.1277,10.8066,7.2964,6.1330,9.8905,5.4193,8.0125,5.4137,5.0515,6.3736
162,7.1511,7.2021,8.8555,7.5026,8.3338,5.1111,5.2590,5.1558,5.2016,6.2295,5.8669,7.8861,7.2304,5.0819,6.1029,6.3406,5.2821,6.1587,5.2186,5.8590,5.7856,4.0490,4.9007,4.4447,3.5036,3.8233,3.3562,3.3473
163,8.1949,7.0738,8.7416,4.7659,7.4584,6.3204,5.4768,7.6913,8.5625,5.0770,6.4652,8.4706,8.1140,6.2088,6.9287,7.9436,6.5713,5.7557,5.6287,5.9659,6.6829,6.3173,7.3511,6.1376,5.5594,4.5023,4.0943,3.5681
164,4.9831,5.6822,3.7704,3.5948,3.2144,5.2331,4.0281,3.0737,3.0824,2.8869,3.1189,2.6656,3.2135,2.7923,2.5483,3.0547,2.0874,1.3124,1.7860,2.1631,2.0624,2.6375,2.8614,2.0630,2.6587,2.4913,1.6101,1.4204
165,11.2886,11.6816,12.5667,7.1210,9.3588,10.4427,13.6543,13.4217,12.5301,13.3521,10.3287,7.6782,17.1267,12.2988,11.0636,11.4371,10.4713,10.1643,9.3980,15.7752,9.8488,7.7641,10.7086,6.3992,9.5191,7.9335,4.5428,7.8091
166,4.6184,5.4437,3.9247,4.5104,2.5988,3.8362,4.0634,2.6167,2.5881,2.8852,2.6578,2.9872,6.2531,3.0260,2.5154,3.8761,3.1437,2.8802,2.6695,3.4403,2.9159,2.1005,2.0574,2.1331,1.6002,2.2888,1.8175,1.2612
167,0.3408,0.5954,1.0287,0.7969,0.2052,0.4765,0.6773,0.9572,0.5150,0.3277,0.6621,0.2684,0.4782,1.2531,1.0192,0.3260,0.9292,1.4064,0.5121,0.6518,0.8518,0.7343,0.3224,0.3441,0.2355,0.5557,0.3618,0.3947
168,1.3152,1.6466,1.4266,1.7976,0.6942,1.0244,1.6093,2.0885,2.0973,1.6508,1.6576,1.3462,1.4316,2.8068,3.5372,0.9527,1.4860,0.5626,0.9743,1.4084,1.6705,1.2107,0.7052,0.9182,0.5592,1.8370,1.1389,0.8239
169,8.9404,10.5374,10.8095,6.8469,10.1162,10.2327,10.5245,9.2664,8.5344,7.5157,10.5128,7.7189,9.3607,6.8136,12.3678,8.7983,6.0501,8.6604,6.1591,8.8104,7.1671,6.5987,7.6327,5.9884,6.3550,5.0490,4.4998,4.6909
170,1.4000,1.5269,1.8625,2.0038,0.8760,1.3605,1.8799,2.3767,2.2852,1.8755,1.7088,1.5697,1.5830,2.9422,3.5035,1.0141,1.6135,0.7676,1.2134,1.5542,1.8704,1.4149,0.9364,1.1102,0.6518,1.7683,1.3641,1.1912
171,7.1608,9.3416,9.1740,5.7061,11.2670,10.0303,8.8337,8.9389,8.4666,9.2101,9.1661,8.2785,8.7715,7.1170,10.8110,8.2945,7.5675,9.5523,5.7263,8.7663,7.8164,6.6556,6.8481,5.7163,5.8238,5.4609,4.0634,4.7236
172,6.7313,6.0864,7.1967,6.0290,3.1837,5.7636,4.3825,4.7085,3.8935,4.8769,3.3440,3.3155,5.0737,4.9359,3.6402,3.7245,4.5649,2.7300,3.3400,3.0156,2.7271,3.1680,3.1754,2.1256,1.9460,2.5578,2.4096,2.6133
173,1.3061,2.3897,1.8085,1.5412,0.6389,0.7077,2.5146,2.7229,1.4566,1.6745,1.8259,1.6766,1.6126,3.8175,4.9019,1.6201,2.8552,1.5318,1.2803,1.7971,2.4564,2.1538,0.8420,1.4626,0.9878,1.9827,1.6621,1.1672
174,6.6398,8.2183,6.1689,4.9511,4.2388,8.3305,7.1619,6.8180,5.0035,4.7341,6.6023,5.9540,8.0257,2.9191,6.8175,6.1487,6.4945,6.0965,4.3564,8.1096,5.8997,5.2390,5.7351,4.5900,3.6582,5.0243,2.3102,3.8272
175,0.7201,1.0573,1.5239,1.4175,0.4580,1.2804,1.4918,1.5665,0.9752,0.7692,0.8980,0.4682,1.1291,1.8894,1.1397,0.6129,0.8764,0.4579,0.7713,0.9986,1.4989,0.5061,0.5963,0.3039,0.2272,0.6690,0.4081,0.8690
176,2.2693,2.2743,2.3556,1.7576,0.8685,2.5074,1.5601,2.3711,1.7268,1.5547,1.3998,1.3554,1.8392,2.2986,1.4113,1.3489,1.8596,0.8479,1.1121,1.4276,1.4963,1.2809,1.0725,0.7719,0.7054,0.9634,0.7734,1.1488
177,1.5150,1.8085,1.9741,1.4316,0.6072,1.3997,1.1869,1.5656,1.1053,1.0368,0.7587,0.6073,1.9504,1.3745,0.8534,1.2599,0.9867,0.8846,0.5947,1.6579,1.0022,1.2278,0.6422,0.5857,0.5113,0.9300,0.5709,0.4756
178,2.0753,2.0252,2.3623,2.2718,1.4678,1.7862,1.6133,2.7873,2.0316,1.3340,2.6370,1.3400,2.8354,2.0570,2.6905,2.0680,1.7774,1.1696,1.3921,1.7910,2.1395,1.6024,0.8468,1.0342,0.7518,1.8697,0.8656,0.9243
179,7.4243,9.1607,7.3769,6.0094,7.4913,7.3226,8.1905,6.9450,6.0885,6.3515,9.9358,7.0994,9.9987,4.1388,11.1686,6.9107,6.5245,6.2217,4.4311,6.8456,4.2603,5.4450,5.3689,5.1395,4.3712,4.2717,3.5207,4.1066
180,6.4012,7.5820,11.1386,4.4842,6.5818,8.9014,8.9720,9.3588,3.9784,8.6391,8.5469,5.1016,10.1727,8.4683,8.1698,8.2549,7.7485,8.6871,6.0385,8.9510,5.5339,3.3256,8.3404,3.2292,4.4728,4.3773,3.4275,5.6685
181,1.0021,1.3230,1.6366,1.2074,0.5117,1.2836,1.6421,1.9411,1.1317,0.9652,1.4097,0.7706,1.1989,2.2966,1.5138,0.6194,1.0011,0.7242,0.9206,1.1221,1.3638,0.6115,0.7265,0.5257,0.4609,0.7981,0.4229,0.6073
182,4.6040,5.0695,4.5696,4.5116,4.5061,3.5960,3.9159,3.3744,3.7183,3.5746,3.1931,3.8411,4.2457,2.0405,3.1475,3.0142,2.5650,2.2288,2.4261,3.8713,3.0469,2.5492,2.6967,2.1787,1.7391,3.1086,1.6865,1.2180
183,3.3439,4.3374,3.0315,3.2545,1.9644,2.3678,2.5892,3.1194,1.9307,2.3411,1.1849,2.3807,3.4012,2.1565,1.2770,1.9940,2.4976,2.2300,1.2773,2.2159,1.7679,2.4812,1.9885,1.1827,1.4351,1.2322,1.4995,0.9498
184,0.7801,0.8570,1.1238,0.7516,0.4650,0.4473,1.3979,1.4385,1.2449,0.8601,0.8634,0.3732,1.0132,1.2577,1.4413,0.5098,0.8962,0.2177,1.1773,0.8425,2.1961,0.3797,0.4544,0.3267,0.1906,0.6477,0.3957,0.4417
185,4.6865,5.8657,7.7356,3.2325,5.7586,9.6152,6.4875,5.9647,4.3914,5.1338,6.8659,4.8832,7.2901,5.2366,6.4023,7.6292,6.2036,5.4111,4.4413,6.9126,5.5420,3.9175,6.6633,4.9412,5.3306,3.4381,2.5291,4.6839
186,9.5501,8.2057,7.9120,6.2355,3.6824,6.2893,5.1517,6.4715,5.2938,5.3708,3.0451,4.6258,6.8672,5.5031,3.6130,3.1483,4.5540,3.6462,3.8361,4.5446,3.6928,5.1925,3.9103,3.7455,2.9562,3.2832,4.1841,2.4955
187,10.7796,10.2500,10.5487,8.9877,11.7254,12.6178,12.6390,11.2291,8.8675,10.3786,11.2197,9.0454,14.1257,10.6734,11.9525,11.9017,10.8919,9.2262,7.5891,12.0367,8.1913,7.4811,11.1102,7.2615,9.5103,7.0057,6.3969,7.5282
188,7.0394,6.3458,7.7071,5.7155,7.9594,5.2306,4.3419,6.0460,5.8921,5.6385,5.8806,8.4798,7.4924,5.0269,6.1942,6.6678,5.3379,5.5664,5.1708,5.2080,6.2975,4.9497,5.8421,4.9704,4.3392,3.6725,3.3628,3.2598
189,2.7158,3.6267,2.4618,2.4575,1.2079,3.3576,1.7659,2.2314,1.9024,2.3988,2.0112,1.6835,2.7544,1.9067,1.7455,1.8803,1.6509,1.5219,1.3865,1.5025,1.7489,1.6211,1.8090,1.4118,1.5095,1.6814,1.1959,0.9511
190,6.0472,8.9346,6.5241,4.9733,4.9000,8.5419,7.8778,7.5421,5.5663,5.3581,7.6597,6.6395,8.5652,2.9407,8.3868,6.4936,6.6569,6.5944,4.2897,7.4483,6.4153,5.0525,6.2429,4.2747,4.2902,5.4370,2.6243,3.8524
