uniqid_huc10,atmdep_so4_1985_huc10,atmdep_so4_1986_huc10,atmdep_so4_1987_huc10,atmdep_so4_1988_huc10,atmdep_so4_1989_huc10,atmdep_so4_1990_huc10,atmdep_so4_1991_huc10,atmdep_so4_1992_huc10,atmdep_so4_1993_huc10,atmdep_so4_1994_huc10,atmdep_so4_1995_huc10,atmdep_so4_1996_huc10,atmdep_so4_1997_huc10,atmdep_so4_1998_huc10,atmdep_so4_1999_huc10,atmdep_so4_2000_huc10,atmdep_so4_2001_huc10,atmdep_so4_2002_huc10,atmdep_so4_2003_huc10,atmdep_so4_2004_huc10,atmdep_so4_2005_huc10,atmdep_so4_2006_huc10,atmdep_so4_2007_huc10,atmdep_so4_2008_huc10,atmdep_so4_2009_huc10,atmdep_so4_2010_huc10,atmdep_so4_2011_huc10,atmdep_so4_2012_huc10
10742,3.7875,3.5945,3.0166,1.5428,3.2075,1.9812,3.6211,3.4578,2.9507,2.4875,2.4888,2.5373,1.8554,2.4756,1.9413,2.2693,2.7732,2.2419,2.1567,1.8118,2.5473,1.9990,2.0904,1.9860,1.9816,2.3874,2.0866,1.4081
10743,4.7709,5.9878,4.0221,3.3123,2.9188,3.1918,3.3724,3.4496,4.8322,4.1396,3.7859,4.0291,2.5588,5.2047,3.9686,4.4413,3.4177,2.3706,3.0432,2.8166,3.4071,2.1596,3.5204,3.4071,3.2567,3.3598,3.1602,2.3864
10744,2.1713,2.9289,2.4723,1.6866,3.0493,1.6990,2.7946,2.7435,3.0974,1.9259,1.7484,2.1788,1.5444,2.0809,1.3099,1.6451,1.7257,2.0474,1.6541,1.3432,2.3474,1.7323,2.1476,2.0538,2.0041,2.2946,1.7868,1.0819
10745,1.7898,2.0493,1.4624,0.8519,2.4013,1.0538,2.1595,1.6306,2.5969,1.4150,2.2168,1.2881,1.2272,1.3133,1.7090,1.1569,0.8811,1.9155,1.2721,1.7890,1.0835,1.1810,1.2106,1.7496,1.5389,1.2600,0.9657,0.7867
10746,3.7531,3.3357,3.7258,2.0286,2.8531,2.1937,3.2321,4.9060,2.6387,2.9876,3.8120,2.5909,1.6038,1.9851,2.3413,2.9628,1.8096,2.9474,1.7638,2.5747,2.3207,1.8608,2.0303,2.2024,2.0806,2.5399,2.2029,1.3471
10747,4.4775,5.7388,4.4815,3.3618,4.1742,2.9611,3.2018,3.6516,3.9226,4.0307,4.7065,4.8045,3.0581,5.1593,4.9781,3.8222,3.0848,1.8184,2.9864,3.0328,2.9297,1.8335,3.6859,4.3684,3.1054,2.7181,2.8177,1.9104
10748,3.3785,3.4395,4.0810,2.0169,2.8183,2.4795,3.2718,5.3664,2.6367,2.9973,3.6911,2.6350,1.6356,2.5341,2.4885,3.1122,1.8395,3.2832,2.1203,2.4891,2.2816,2.0065,2.2070,2.2480,2.0588,2.8099,2.1477,1.4258
10749,2.0257,2.0472,2.1639,1.0613,3.3673,1.8678,2.3480,2.2869,3.4221,1.7981,2.4181,1.4910,1.4895,1.4213,1.9170,1.2431,1.1463,2.2796,1.2621,1.6760,1.4872,1.6740,1.3566,2.0847,1.6769,1.5475,1.0603,1.0947
10750,4.7662,5.0767,4.1773,3.5315,3.6610,4.2115,3.5661,3.1518,3.8839,4.9873,3.1702,3.8539,3.1734,4.0318,3.4312,5.5716,3.2413,3.3159,4.1041,3.5137,3.0278,2.2832,3.2890,3.9008,2.5770,3.3159,3.1812,2.2785
10751,2.2835,2.9016,1.9537,1.6101,2.7271,1.6688,2.4703,2.1614,2.4045,1.6522,1.8967,1.5134,1.6974,1.8703,1.4029,1.4181,1.5228,1.9149,1.5342,1.3039,1.9279,1.5797,1.9252,2.1211,2.0127,1.8137,1.7046,1.1279
10752,5.9695,6.0435,5.0294,4.6238,4.4534,3.7095,4.6239,5.9343,4.2291,5.6903,4.1570,4.1536,4.4608,6.7722,4.9808,5.9531,3.8678,4.3805,4.2310,4.2387,5.3116,3.4314,4.6683,5.3684,3.7939,3.9149,3.2354,2.4528
10753,2.3741,3.1529,2.8210,1.4760,3.1930,1.5516,3.0011,3.3940,2.9554,2.2011,2.0010,2.1425,1.3064,1.9810,1.4752,1.8275,2.0927,2.1144,1.7349,1.4228,2.3829,1.6857,1.9294,1.8288,1.8838,2.2886,2.0145,1.0808
10754,4.0743,6.0437,4.3886,4.3947,4.2095,3.7626,3.4454,3.6423,4.5972,5.3791,3.7772,4.1562,3.2346,4.3634,4.1290,5.0170,3.3691,3.3751,3.8673,4.2400,3.1269,2.5774,3.5416,3.9650,2.8867,3.4756,3.1923,2.1034
10755,2.4044,3.2252,3.0357,2.8263,4.1092,3.1035,3.3987,3.2650,3.8499,2.7014,2.8812,2.1081,3.0502,2.3971,2.6382,2.4078,1.9009,2.5122,2.2840,2.4198,2.6872,2.4448,2.5950,2.6652,2.4170,2.6177,1.7177,1.9898
10756,2.0268,1.5145,2.1367,1.0236,2.5563,1.5387,2.0087,1.7655,2.6894,1.5727,2.0331,0.9935,1.1088,1.2211,1.7088,0.8475,0.7083,1.5988,0.8092,1.1388,1.2152,1.0449,0.8676,1.5031,1.2029,1.1155,0.8211,0.7838
10757,4.2538,7.0247,4.0201,5.1849,5.0406,3.8521,5.5492,4.7622,4.3371,5.0681,4.3265,4.6502,3.6580,7.5662,5.0438,5.1685,3.4750,3.2691,4.0893,4.1655,5.0019,3.0251,4.3057,4.3619,3.6912,3.7108,4.0124,2.3282
10758,2.1034,2.4888,2.6514,2.3618,2.8260,2.4657,2.8534,2.3455,2.3497,2.4812,2.0115,1.6030,2.2899,1.7007,1.8145,1.5573,1.4426,1.4783,1.3329,1.3561,2.0264,1.5546,1.7201,1.6445,1.7627,1.5313,1.2583,0.8632
10759,4.4949,3.9858,4.4201,4.0267,3.5322,4.0715,4.1586,2.5107,3.5203,4.3424,3.1614,3.4795,2.2409,5.8117,3.2022,4.4289,2.6331,3.1379,2.8583,3.6790,4.3418,2.2850,2.6718,3.8218,2.5762,3.6522,2.6448,2.1751
10760,2.6173,3.4323,2.6947,1.4780,3.3938,1.4208,2.8024,3.4064,3.0948,2.2733,2.0219,2.0507,1.1648,1.9716,1.4873,1.9716,2.0819,2.1373,1.7419,1.4212,2.5009,1.7694,1.9989,1.8146,1.9240,2.4038,2.1123,1.1994
10761,2.8931,2.7074,2.8754,1.7871,2.5865,1.5529,2.5442,3.8534,2.5051,2.5224,2.9264,2.1305,1.4563,1.7404,1.8106,2.4563,1.9574,2.8870,1.7435,2.3241,2.2344,1.6008,2.0181,1.8549,1.5257,2.1005,1.9140,1.2884
10762,5.2459,3.9979,4.1745,3.0582,2.8095,2.8847,5.2435,3.3419,4.9701,4.4233,3.8312,3.9735,3.2036,4.5936,3.7683,3.8475,2.9315,3.7676,3.4207,3.7629,3.1482,3.1532,3.7259,4.4177,3.0700,3.5825,2.1714,2.7732
10763,2.2709,2.8710,2.4586,1.4923,2.7406,1.7503,2.7652,2.5846,3.1008,2.0996,2.0952,2.1003,1.9113,2.2313,1.7869,1.7930,1.8603,1.8116,1.9090,1.4902,2.4304,1.6155,2.2874,2.3387,1.9586,2.0959,1.9276,0.9952
10764,3.6551,4.8635,3.8840,2.6335,4.2310,2.1038,2.6877,3.5189,3.6227,3.4296,3.4485,3.4788,2.8932,4.6525,3.4483,3.7876,3.2768,1.8225,3.0796,2.4040,3.0502,2.1156,3.0049,3.9223,2.9016,2.8686,2.4363,1.6430
10765,3.1367,3.4235,4.0997,1.8478,2.8068,1.6529,2.9301,4.8549,2.3939,2.5843,3.1710,2.2360,1.6344,2.0843,1.9422,2.7485,2.3836,3.1725,1.9509,2.4215,2.3348,1.9334,2.1731,2.0879,1.7265,2.6067,2.1342,1.4204
10766,5.1088,5.4177,4.7491,4.2308,4.2367,4.0252,4.0031,3.3524,4.5870,5.1949,3.7882,4.1959,3.0915,4.2272,4.1012,5.3452,3.5277,3.5509,4.1331,4.1353,3.0273,2.4657,3.5654,4.2221,2.8930,3.4629,3.1010,2.2853
10767,5.6804,4.0572,4.4513,3.6956,3.1855,4.3057,4.1976,2.6187,4.0695,4.6810,3.1280,3.0350,2.4139,5.0552,3.0508,4.0318,2.1234,3.2788,2.9536,3.1067,3.8037,2.3731,2.7038,3.6464,2.6295,3.2623,2.7381,2.0411
10768,4.6890,7.1193,4.1764,4.9557,5.2888,4.2797,5.4647,5.3792,5.5598,4.9402,4.7043,4.8498,3.7283,7.6398,5.4838,4.9708,4.0174,3.1894,4.3791,3.6836,4.6216,3.0589,4.6739,4.4752,4.2805,3.5563,3.7544,2.4871
10769,2.0229,2.7871,2.7311,2.0031,2.9392,1.8946,2.7658,2.4759,2.9530,2.0848,2.1126,1.8879,2.0630,2.1699,1.8063,1.5266,1.7637,1.5823,1.4838,1.3419,2.2956,1.6821,2.1304,2.1068,2.0530,2.2587,1.8757,1.1160
10770,4.1472,6.2440,4.3177,4.0318,4.5645,3.6799,3.3418,3.6163,4.3392,5.1548,3.7364,4.1086,3.0150,4.2585,4.0654,4.9829,3.4915,3.0521,3.5051,4.0535,3.0244,2.5002,3.4811,3.8136,2.7577,3.3584,3.2351,2.0774
10771,2.5851,2.7764,2.6687,1.6420,3.1023,2.0451,2.8050,2.6356,3.4687,2.4170,2.5638,2.2891,1.8793,2.5785,2.1458,1.7553,2.1466,1.7101,2.1135,1.6344,2.9593,2.1565,2.5805,2.6638,2.1761,2.4503,2.2037,1.2967
10772,3.6823,5.9828,3.6180,3.2803,3.7478,2.7499,3.1148,4.2022,4.0108,3.9447,3.8307,3.7972,2.6963,4.4391,3.9291,3.6385,2.9733,1.9021,2.6272,2.2875,3.2400,2.0053,3.7993,3.3902,3.0459,2.8445,2.7663,1.8983
10773,1.5600,1.4578,1.9526,0.9292,2.3870,1.1644,1.7402,1.5692,2.4042,1.1393,1.6593,0.9857,0.9970,1.1365,1.4308,0.7535,0.6523,1.3693,0.6992,0.8872,1.0428,0.7395,0.7012,1.2683,0.8346,0.8494,0.6102,0.6284
10774,5.8907,3.7635,4.7100,3.0964,2.9239,3.3438,5.3286,3.6437,4.6635,4.3578,4.5872,3.7457,2.8163,4.8370,4.3331,3.7810,2.8042,3.3750,3.0158,3.9240,3.1915,3.5524,3.5919,4.2503,3.0485,3.7172,1.9558,2.8538
10775,1.5163,2.1402,2.3286,1.8709,2.8236,2.2635,2.1884,2.0758,2.6557,1.7963,2.0796,1.3109,2.2818,1.8191,1.9107,1.8130,1.4185,1.8033,1.5765,1.7957,1.8135,1.6318,1.8795,1.6357,1.6256,1.5961,1.0054,1.1854
10776,3.2091,3.0980,2.0792,1.7646,3.5701,1.8404,3.3733,2.7414,3.6037,2.4625,3.4067,2.2465,2.1095,2.3288,2.6253,2.4981,1.6841,2.4460,2.1225,2.3929,2.1006,2.3280,2.0122,2.8846,2.6086,1.9280,1.3749,1.6821
10777,1.9936,2.4966,2.2779,1.7183,3.0227,2.5330,2.3750,1.7195,2.9871,1.8652,2.1524,1.4660,2.1544,2.2109,2.0701,1.6383,1.7010,1.7482,1.4575,1.6141,1.9583,1.4674,1.6454,1.8466,1.4200,1.4627,1.2290,1.0613
10778,2.4587,2.6679,2.7728,1.1538,2.8575,1.7823,3.1650,3.0222,2.9289,1.8551,2.0389,2.0481,1.6194,2.2033,1.6642,1.6189,2.2826,1.9032,1.7075,1.4195,2.3156,1.6577,1.7656,1.8783,1.7049,2.1869,1.9467,0.9975
10779,1.9938,2.4340,2.6034,1.9003,2.9216,2.1025,2.7444,2.4326,2.9275,1.9526,2.0594,1.7691,1.8179,2.0260,1.6961,1.3857,1.5734,1.6612,1.4393,1.3275,2.1683,1.7479,2.0867,1.9545,1.9814,1.8895,1.7622,1.1695
10780,2.6212,2.6946,2.4207,1.5520,2.8060,1.8483,2.4048,2.7217,3.0368,2.6623,2.4175,2.4182,1.8658,2.5980,2.0155,1.7279,1.9710,1.6738,2.1451,1.6301,2.6556,1.9539,2.6641,2.9159,2.0236,2.2721,2.0940,1.3795
10781,2.5441,2.1615,2.6930,1.7215,3.5732,2.4423,2.6077,1.6856,2.7604,1.8056,2.5710,1.4063,1.9088,2.0162,2.2415,1.4923,1.3619,1.9634,1.4056,1.5053,1.4687,1.4302,1.3811,1.9988,1.5119,1.3097,1.3725,1.1143
10782,4.9227,4.4159,4.2116,2.9532,3.0716,4.2528,4.0451,2.9202,4.0025,4.7851,2.9082,3.3101,2.3663,4.5499,2.9531,4.7328,2.3691,3.5366,3.3392,2.7103,3.5108,2.6155,2.9029,3.4637,2.8227,3.4114,2.7138,2.2141
10783,3.6393,3.3936,4.1006,2.0606,2.7872,2.3893,3.2844,5.3036,2.5902,2.9725,3.9950,2.6714,1.6522,2.3941,2.5733,3.0675,1.6594,3.0474,1.8811,2.4772,2.2306,1.9369,2.2024,2.2437,2.0707,2.6013,2.2510,1.3813
10784,2.7553,2.6876,2.9113,2.7135,4.5824,3.8017,2.8345,1.9107,3.2286,2.4883,3.0176,1.9660,2.4114,2.7719,2.8053,1.9332,2.0326,2.1796,2.1634,1.9474,1.8953,1.9251,1.7864,2.2140,1.6352,1.5548,1.7324,1.4522
10785,3.7552,3.5621,4.1275,2.2231,2.6964,2.4703,3.1092,2.6391,3.1381,3.3593,2.4416,2.4432,2.0010,4.1278,2.1577,2.7540,2.4758,2.3412,2.8593,2.0501,3.1654,2.9860,2.6115,2.4222,2.4277,2.0385,2.5650,1.5097
10786,3.4820,3.0384,3.4357,1.6120,3.6711,2.4240,3.9471,3.1683,3.6509,3.0030,2.8996,3.0467,2.1371,3.4938,2.4870,2.4299,2.6558,2.4949,2.7427,1.8101,3.3940,3.0428,2.7037,2.5025,2.2987,2.4071,2.5333,1.5265
10787,5.0246,3.7970,4.1004,4.0280,3.3747,4.0313,4.0541,2.3839,3.8450,4.6146,3.1996,3.2696,2.3813,5.4472,3.2298,4.4604,2.4583,3.1421,2.8615,3.6438,4.0393,2.3137,2.7678,3.6135,2.5214,3.4359,2.7086,2.0912
10788,4.6085,4.1415,3.9492,3.0226,3.2590,4.5232,3.9311,2.5182,3.9404,4.1131,2.8294,2.8829,2.3990,4.5176,2.6734,4.4065,2.3252,3.5958,3.1557,2.4227,3.3736,2.6278,2.9469,3.2468,3.0211,3.3789,2.6236,2.0886
10789,2.5952,2.8243,2.2273,1.5068,2.1152,1.4029,2.2722,2.3334,2.1393,1.6854,2.0175,1.5046,1.6352,1.8393,1.3764,1.5678,1.4108,1.9622,1.4509,1.7930,1.9111,1.4266,1.7457,1.8601,1.5160,1.7548,1.5753,1.1291
10790,1.9598,2.8034,2.4081,1.5998,2.7573,1.5523,2.6149,2.4173,3.0345,1.8838,1.8682,2.1212,1.7145,2.1480,1.5360,1.6222,1.7614,1.7266,1.5713,1.3104,2.1350,1.5491,1.9487,2.0785,1.9745,2.1641,1.8181,0.9558
10791,1.5757,1.4495,1.7650,1.0087,2.5505,1.3394,1.9240,1.4636,2.3735,0.9777,1.7729,1.0653,1.0364,1.0209,1.4244,1.0660,0.9121,1.5294,1.0768,1.3889,1.0249,1.2491,0.8907,1.7308,1.2676,1.0465,0.7752,0.7655
10792,4.1824,3.7583,3.3793,3.7202,2.6079,3.9073,3.8812,3.4503,4.3961,3.5796,3.2074,3.4255,1.8730,3.9872,2.8231,3.7792,2.5923,3.3492,2.6865,2.9251,3.0512,2.2615,2.4498,3.0564,2.6851,2.8715,2.4462,1.8131
10793,1.4213,1.3934,1.7479,0.8585,2.4154,1.2365,1.7545,1.4402,2.1975,0.9329,1.6637,0.9836,0.9927,1.0692,1.3614,0.8761,0.7983,1.4906,1.0144,1.1350,1.1170,1.1448,0.8289,1.5279,1.2531,1.1269,0.7695,0.7341
10794,5.1591,3.5698,3.6453,2.8454,3.2652,3.4731,3.9243,2.8055,3.9173,4.9521,2.8171,3.5173,2.7330,4.5054,2.9447,4.9317,2.8248,3.5328,3.6497,3.4924,3.6933,2.3029,3.0379,3.9839,2.5327,3.4171,2.6353,2.2524
10795,4.8986,5.4423,4.7275,4.0085,4.3056,4.0570,4.0548,3.3332,4.4512,4.7902,3.6121,4.3193,3.0822,4.1102,3.9081,5.5605,3.6320,3.3899,4.1800,3.9084,2.9667,2.4480,3.4510,4.0797,2.7775,3.4035,3.2890,2.3525
10796,1.4408,1.5711,1.5469,0.9287,2.5425,1.2984,2.0825,1.4573,2.3524,1.1134,1.9988,1.2119,1.1358,1.1453,1.5588,0.9147,0.8423,1.4635,1.0651,1.3470,0.9428,1.2218,1.0319,1.8252,1.5083,1.2148,0.8218,0.8012
10797,2.6677,3.0726,3.7268,1.7538,2.5717,1.3298,2.5985,4.0357,2.3916,2.3125,2.6953,1.9429,1.6208,1.9959,1.7025,2.3974,2.4176,2.8857,1.8356,2.1676,2.2386,1.8948,2.2467,2.0597,1.6543,2.4665,2.1195,1.4119
10798,5.2530,3.4654,3.5208,3.5645,3.0532,3.7581,4.3515,3.0194,4.1700,4.1745,3.1287,3.0403,2.4591,4.9806,2.9329,4.0186,2.2958,3.4403,2.6754,3.0021,3.5429,2.3920,2.6708,3.3696,2.6125,2.9144,2.7161,1.9615
10799,4.1851,5.6903,3.7058,3.4063,3.3129,2.3354,3.1328,4.0469,4.1090,4.5595,4.0555,3.2134,2.7211,5.2264,3.9686,3.8937,3.2387,2.6285,2.6899,2.1040,3.2907,2.0056,3.3445,3.1057,3.0160,2.9000,2.9577,1.8945
10800,3.2697,3.0788,3.2989,1.7532,3.4968,2.0088,3.0202,2.9167,3.6609,3.7302,3.2972,2.7681,2.2887,3.5663,2.8014,2.3809,2.5713,2.0491,2.7531,1.9538,3.2363,2.5845,2.7625,3.0632,2.2469,2.4874,2.6718,1.4439
10801,2.1389,3.1483,2.1735,1.5829,2.7934,1.7675,2.6393,2.4888,2.7488,1.7183,1.8413,1.7585,1.5476,1.9939,1.3434,1.6977,1.6408,2.1327,1.7305,1.3875,2.1532,1.7937,2.3534,2.3345,2.0993,2.3247,1.8928,1.1627
10802,1.5902,1.6378,1.7305,0.8990,2.7992,1.4193,2.1035,1.7168,2.6352,1.2021,2.1127,1.2216,1.2337,1.2320,1.6622,0.9806,0.9615,1.7722,1.1027,1.4917,1.1729,1.4561,1.1251,1.9236,1.5890,1.3508,0.9167,0.9214
10803,3.3120,3.0246,3.5110,1.9101,3.0017,2.2365,3.1403,2.9000,3.4400,3.5594,2.8424,2.7374,2.0715,3.8231,2.4854,2.4134,2.4441,2.2251,2.9577,2.2162,3.3807,2.8189,2.6988,2.4836,2.3064,2.1402,2.4093,1.4214
10804,4.9678,7.8283,4.5541,5.8175,5.9486,4.1550,6.8752,6.2474,6.0984,5.3616,5.2122,4.6204,4.0534,8.6321,6.1187,5.0477,4.3286,3.8307,4.5314,4.4114,6.4419,3.6198,5.0945,4.9554,4.6893,3.7140,4.2501,3.0291
10805,2.8216,3.7832,4.4173,4.7070,5.3913,4.8989,4.9572,3.8808,3.6553,4.0880,3.5920,3.4346,3.8828,3.2222,3.7318,3.1238,2.6011,3.5999,3.8051,3.0501,3.1948,3.7370,3.8024,3.4142,3.5561,3.8412,2.4313,3.5032
10806,4.1339,4.2864,3.7234,2.4409,3.4115,2.7433,3.0300,3.0648,3.0901,3.8729,3.7193,2.6746,2.2775,4.4436,3.3789,3.2043,2.7619,2.6641,2.8213,2.1207,3.1104,2.7311,2.7161,2.4441,2.5901,2.0488,2.4261,1.6305
10807,5.3068,6.0240,5.4929,5.4940,3.7414,4.2259,4.3419,5.0705,4.8992,5.8839,4.1931,4.0848,3.5548,5.0983,4.6421,5.2560,3.6469,3.8398,4.2500,4.3836,3.9056,3.0163,3.8802,4.3383,3.0707,3.6573,3.4252,2.2948
10808,3.4224,3.5057,3.3105,2.9042,3.3299,2.9619,3.0471,3.2316,2.8714,2.9214,2.9416,2.4449,2.5299,2.7895,2.5677,1.9040,2.1647,2.0544,2.2542,1.7438,3.0753,1.8558,2.8730,2.8087,2.2680,2.2031,2.1792,1.2654
10809,3.9787,4.0746,2.9248,2.9652,2.7130,3.5035,3.3654,3.3897,4.2538,3.9136,3.1948,2.4941,1.7960,3.6308,2.7741,3.4878,2.3470,3.4408,2.5677,2.7105,2.9191,2.1895,2.3220,2.7407,2.4362,2.6364,2.3965,1.7354
10810,2.6419,2.6660,2.5520,1.3720,3.0093,1.7115,2.5575,2.6525,3.3557,2.8203,2.5537,2.2743,1.8492,3.0209,2.1395,1.8278,2.1570,1.6489,2.1932,1.6202,2.8445,2.1856,2.5806,2.7127,2.1844,2.4202,2.3026,1.3464
10811,4.7877,3.5225,4.2892,3.3054,2.9858,3.1784,4.9836,3.0831,4.1700,4.5017,3.0961,4.0421,2.9482,4.9228,3.1653,4.2912,2.6029,3.6558,3.1822,3.5300,3.8974,2.6153,3.2504,4.0566,2.6522,3.5577,2.2223,2.3711
10812,2.7400,2.6834,2.6540,1.3092,3.0763,1.8017,2.7904,2.6962,3.3836,2.5774,2.4699,2.2600,1.8850,2.9428,2.0579,1.8498,2.2070,1.7916,2.1654,1.5612,2.9467,2.2511,2.4942,2.5621,2.2124,2.3906,2.2662,1.3047
10813,4.8076,3.5100,3.4580,3.8503,2.8278,3.1656,3.7051,3.0915,3.4752,3.6646,3.4282,3.0244,2.2419,4.6393,3.1775,3.7955,2.2103,3.5037,2.6791,3.2606,3.2801,2.2120,2.5126,3.3403,2.8110,3.0455,2.5630,1.9105
10814,3.9624,3.4972,3.1711,3.4296,2.5821,3.4644,3.6817,3.5533,3.6441,3.2858,3.6197,3.1124,1.9136,3.2359,3.1006,3.7108,2.1038,3.1475,2.3520,2.9843,3.1473,2.3363,2.6034,3.1128,2.6314,3.1163,2.5551,1.7744
10815,2.2542,2.7860,3.0356,2.2162,3.6889,2.4268,3.2859,3.0255,3.2802,2.5526,2.5753,1.9017,2.5261,2.0805,2.3270,1.6928,1.6207,2.0215,1.9676,1.6891,2.3105,1.9997,2.1886,2.3093,2.2068,2.1085,1.5289,1.3925
10816,2.6560,2.7369,2.7510,2.3484,2.8630,2.5316,2.4874,2.9749,2.3377,2.4885,2.2016,1.8474,2.5366,2.3423,2.0136,1.8265,1.6761,1.6341,1.7143,1.4966,2.7338,1.3639,2.4897,2.4404,2.4777,2.1262,2.0030,1.1580
10817,4.3209,6.8458,3.7769,4.5772,4.7056,3.7011,4.8029,5.0797,4.7407,5.0655,4.3035,4.8872,3.3685,6.5606,4.8475,4.7515,3.3503,3.1403,3.6959,3.6405,4.3472,2.9109,3.8953,4.0555,3.4426,3.3098,3.6718,2.3259
10818,3.3075,3.4244,3.6563,1.8983,2.6786,1.6197,2.9474,4.7086,2.4284,2.5454,2.9418,2.1232,1.5942,1.9025,1.7924,2.6101,2.2097,3.0943,1.8309,2.3840,2.2156,1.8014,2.1221,1.9987,1.6037,2.3712,2.0046,1.4141
10819,3.3191,4.0000,3.7604,3.6955,3.6309,2.9890,3.4132,3.8735,3.7366,3.1059,2.8760,2.6523,3.4164,2.7497,2.6833,2.4816,1.9186,2.1541,2.1090,2.0136,3.1337,1.6355,2.5316,2.3556,2.6795,2.6594,2.3259,1.2639
10820,2.5661,2.9517,1.9376,1.7507,2.9496,1.7105,2.8696,2.0594,2.7647,1.7598,2.1461,1.5894,1.8905,1.8871,1.6245,1.5730,1.5922,1.9606,1.6184,1.4105,1.8737,1.5556,1.8842,2.2136,2.0040,1.5608,1.4196,1.2408
10821,3.2992,3.4557,3.8289,1.9066,2.7510,1.6594,2.9735,4.8458,2.4221,2.5951,3.0625,2.1857,1.6003,1.9541,1.8560,2.6945,2.2583,3.1441,1.8601,2.4056,2.2511,1.8690,2.1528,2.0282,1.6605,2.4807,2.0613,1.4192
10822,2.5192,3.1169,2.8367,1.8094,3.5019,1.8923,2.7932,2.8556,3.3494,3.3310,3.5497,2.8081,2.0287,3.6596,3.0989,2.4703,2.6873,1.8119,2.6502,2.1321,2.6161,2.2844,2.4995,2.9560,2.0616,2.4833,2.6430,1.4789
10823,1.8209,2.1764,2.6855,1.7539,2.8780,2.0245,2.9565,2.4207,2.6257,2.0460,2.2737,1.6819,1.9000,1.8563,1.9095,1.2146,1.4839,1.5624,1.3528,1.2745,2.0705,1.6784,1.9361,1.8947,1.8309,1.9352,1.5173,1.0600
10824,4.5916,5.8223,4.8113,3.2287,4.2773,2.8782,3.2182,3.6678,4.1117,4.0444,4.7803,4.8742,3.1022,5.2431,5.0781,3.9490,2.9739,1.7633,3.0111,3.1728,2.8376,1.8587,3.4601,4.5936,3.1216,2.7810,2.8221,1.8457
10825,3.5151,3.4584,3.5259,1.7182,2.7269,1.8544,3.1532,4.1559,2.5712,2.5747,2.9682,2.4703,1.8469,2.7378,2.1659,2.7069,2.6496,2.9385,2.4328,2.3763,2.8414,2.1345,2.1635,2.0666,2.1141,2.9362,2.1041,1.4689
10826,4.7195,7.0044,3.8675,5.1050,4.8764,3.9145,4.3915,4.4685,4.6583,4.8210,4.0817,4.4886,3.4643,5.8365,4.5427,4.6685,3.4235,3.0462,3.6224,3.9968,3.9362,2.7998,3.7217,3.9225,3.1379,3.4123,3.3430,2.2202
10827,3.4227,4.4249,3.6200,2.8217,4.1980,2.1809,2.9781,3.7104,3.4360,3.7501,3.7203,3.1932,2.5388,4.3901,3.4836,3.4579,2.9426,2.0398,3.0613,2.2076,2.9920,2.3179,2.8251,3.1390,2.6419,2.6432,2.3545,1.7013
10828,2.2334,2.7298,2.9142,1.3409,2.8834,1.6681,2.9426,3.1476,2.7190,2.0164,1.9257,2.1173,1.4483,2.0149,1.4916,1.5644,2.0965,1.9528,1.7189,1.4222,2.2410,1.6474,1.8051,1.9284,1.8800,2.1670,2.0200,0.9596
10829,4.1020,6.3611,3.9942,3.8293,4.2956,3.7624,3.6637,3.9309,4.6857,4.8768,3.7628,4.4628,3.2978,4.7594,4.1134,4.4148,2.9942,3.0361,3.3234,3.7799,3.3036,2.6049,3.7077,3.4440,2.9053,3.1182,3.3196,2.3493
10830,2.1490,2.8152,2.1483,1.7393,2.8093,1.7836,2.5731,2.2440,2.5854,1.7241,1.8509,1.6111,1.7086,1.8514,1.4062,1.3589,1.4920,1.8115,1.5866,1.3413,2.1085,1.6525,1.9578,2.0161,2.0313,1.7579,1.6951,1.1240
10831,4.2139,4.4583,4.0339,2.6215,2.9887,3.0982,2.9326,3.2492,3.3737,3.9933,3.7580,3.1092,2.4470,4.9081,3.3847,3.0416,3.1666,3.2432,2.8465,2.0554,3.4650,2.8567,2.5198,2.4253,2.7254,2.0508,2.5319,1.7680
10832,2.2649,2.1776,1.9767,1.5647,3.3784,1.7532,2.4249,1.9687,3.3994,1.7271,2.5925,1.7438,1.8025,1.7519,2.0601,1.6499,1.4403,1.8122,1.7327,1.6941,1.6310,1.8337,1.4863,2.2072,1.9798,1.5938,1.1959,1.0945
10833,2.8379,3.0509,3.4921,1.7942,2.5893,1.3922,2.6261,4.0653,2.4297,2.3819,2.7408,1.9827,1.5879,1.9171,1.7142,2.4343,2.2927,2.9433,1.7916,2.2275,2.1589,1.8234,2.2270,2.0298,1.6254,2.3368,2.0330,1.4042
10834,2.8378,3.9266,3.7172,3.4905,5.2211,4.1254,3.9851,3.6311,4.1346,3.4570,3.4514,2.5746,4.2202,3.4520,3.2122,3.6924,2.9177,3.7336,3.3548,3.8080,3.6178,3.2326,3.4236,3.4887,3.2043,3.4831,2.1478,2.6596
10835,5.3929,3.8153,3.8851,4.0070,3.2315,3.5940,3.9384,2.7943,3.7251,4.1144,3.3207,3.1139,2.2495,4.8995,3.1747,3.9766,2.2389,3.4687,2.8436,3.2609,3.5553,2.2737,2.6099,3.5241,2.7172,3.1885,2.5919,1.9739
