uniqid_huc10,nonfp_1987_huc10,nonfp_1988_huc10,nonfp_1989_huc10,nonfp_1990_huc10,nonfp_1991_huc10,nonfp_1992_huc10,nonfp_1993_huc10,nonfp_1994_huc10,nonfp_1995_huc10,nonfp_1996_huc10,nonfp_1997_huc10,nonfp_1998_huc10,nonfp_1999_huc10,nonfp_2000_huc10,nonfp_2001_huc10,nonfp_2002_huc10,nonfp_2003_huc10,nonfp_2004_huc10,nonfp_2005_huc10,nonfp_2006_huc10,nonfp_2007_huc10,nonfp_2008_huc10,nonfp_2009_huc10,nonfp_2010_huc10,nonfp_2011_huc10,nonfp_2012_huc10
10831,20.0,12.3024,15.1471,18.1122,24.3311,30.3160,53.6089,44.8281,26.6980,56.9851,34.0672,12.1736,16.3232,23.7261,45.8859,55.0236,38.7582,55.1243,35.2556,19.1857,26.2325,24.7416,15.4682,62.4465,54.5040,43.6216
10832,0.0,0.0372,0.0652,0.0575,0.0654,0.1031,0.2709,0.1397,0.0768,0.2142,0.0697,0.0471,0.0739,0.1563,0.1557,0.1643,0.0769,0.0845,0.0632,0.0347,0.0745,0.0424,0.0426,0.0970,0.0606,0.0453
10833,0.1,0.1062,0.1907,0.1641,0.1799,0.2751,0.7428,0.3658,0.1987,0.5384,0.1788,0.1178,0.1812,0.3656,0.3714,0.3964,0.1847,0.2059,0.1540,0.0838,0.1689,0.0970,0.0957,0.2181,0.1398,0.1022
10834,0.1,0.1022,0.1906,0.1737,0.2046,0.3281,0.9171,0.4797,0.2689,0.7556,0.2771,0.1924,0.3151,0.6661,0.7278,0.8129,0.4084,0.4823,0.3889,0.2292,0.4427,0.2593,0.2599,0.5930,0.3828,0.2835
10835,0.7,0.4169,0.5058,0.5959,0.7626,0.9267,1.6382,1.3459,0.8061,1.6903,0.9792,0.3432,0.4597,0.6672,1.2630,1.5180,1.0532,1.4775,0.9307,0.4999,0.6368,0.5901,0.3696,1.4901,1.2698,0.9672
10836,1.9,1.2054,1.4412,1.7212,2.2394,2.7857,4.9093,4.0171,2.4727,5.1554,3.0217,1.0623,1.4052,2.0364,3.8223,4.5174,3.2020,4.5343,2.7610,1.4712,1.8252,1.6865,1.0360,3.9938,3.3169,2.3843
10837,4.5,2.7941,3.4400,4.1107,5.5229,6.8828,12.1660,10.1658,6.0555,12.9105,7.6483,2.7303,3.6603,5.3172,10.2845,12.3291,8.6790,12.3374,7.8877,4.2915,5.4905,5.1783,3.2384,13.0673,11.4082,9.1336
10838,0.0,0.0019,0.0025,0.0026,0.0036,0.0036,0.0055,0.0065,0.0052,0.0073,0.0056,0.0036,0.0032,0.0041,0.0082,0.0089,0.0080,0.0138,0.0079,0.0037,0.0058,0.0053,0.0052,0.0064,0.0100,0.0075
10839,0.2,0.1385,0.1671,0.1986,0.2605,0.3211,0.5629,0.4649,0.2806,0.5849,0.3365,0.1170,0.1534,0.2262,0.4373,0.5208,0.3623,0.4975,0.3127,0.1698,0.1984,0.1874,0.1164,0.4632,0.4111,0.3247
10840,0.0,0.0105,0.0190,0.0167,0.0171,0.0245,0.0647,0.0317,0.0165,0.0454,0.0149,0.0097,0.0151,0.0301,0.0310,0.0332,0.0157,0.0173,0.0127,0.0073,0.0141,0.0078,0.0080,0.0176,0.0118,0.0085
10841,0.9,0.5422,0.6392,0.7262,0.8921,1.0580,1.8573,1.4841,0.8778,1.7884,1.0051,0.3474,0.4540,0.6577,1.2347,1.4442,0.9939,1.3790,0.8502,0.4450,0.5668,0.5177,0.3296,1.3052,1.1489,0.9085
10842,1.7,1.0821,1.3229,1.5467,2.0102,2.4557,4.2921,3.5455,2.1426,4.5269,2.7421,0.9777,1.2828,1.8439,3.4458,4.0792,2.8298,3.9530,2.4659,1.2856,1.6293,1.4927,0.8859,3.4932,2.8779,2.1503
10843,2.7,1.6510,2.0401,2.4389,3.1893,3.9004,7.0044,5.8464,3.6304,7.4747,4.4450,1.5955,2.0739,3.0582,5.9398,7.0240,4.8018,6.6949,4.3254,2.3752,2.9026,2.6391,1.5716,6.0586,4.9861,3.7926
10844,1.2,0.7685,0.9472,1.1139,1.4457,1.7883,3.1824,2.6585,1.6406,3.4007,1.9924,0.7021,0.9355,1.3632,2.6332,3.1572,2.2239,3.1938,2.0290,1.0871,1.5877,1.5255,0.9811,4.0325,3.5945,2.9231
10845,0.1,0.1167,0.2058,0.1816,0.2075,0.3408,0.9277,0.4806,0.2799,0.8059,0.2667,0.1820,0.2947,0.6101,0.6341,0.6891,0.3317,0.3824,0.2917,0.1654,0.3587,0.2118,0.2238,0.5225,0.3375,0.2469
10846,0.1,0.0638,0.1801,0.3826,0.4234,0.3860,1.1802,0.7642,0.4395,1.0816,0.5235,0.3359,0.4841,0.7776,0.8517,0.7692,0.5426,0.7688,0.8849,0.2316,0.7579,0.3362,0.3953,0.4121,0.6429,0.4083
10847,0.0,0.0640,0.1176,0.1019,0.1105,0.1691,0.4450,0.2239,0.1231,0.3428,0.1189,0.0790,0.1236,0.2509,0.2571,0.2750,0.1290,0.1417,0.1077,0.0595,0.1176,0.0658,0.0656,0.1505,0.0953,0.0690
10848,0.9,0.5870,0.7080,0.8192,1.0713,1.3178,2.3319,1.9329,1.1473,2.3705,1.3915,0.4984,0.6723,0.9968,1.9183,2.2853,1.5759,2.2785,1.4232,0.7608,0.9843,0.8945,0.5420,2.1497,1.7769,1.3102
10849,0.0,0.0201,0.0360,0.0319,0.0356,0.0543,0.1476,0.0750,0.0418,0.1158,0.0371,0.0249,0.0417,0.0875,0.0900,0.0993,0.0466,0.0536,0.0408,0.0228,0.0442,0.0249,0.0247,0.0550,0.0339,0.0246
10850,0.5,0.6785,1.2496,1.1041,1.2527,1.9463,5.2878,2.6828,1.4485,3.9875,1.2714,0.8514,1.3474,2.7621,2.8882,3.1680,1.5278,1.7396,1.3315,0.7407,1.3026,0.7423,0.7432,1.7050,1.0796,0.7849
10851,0.0,0.0228,0.0409,0.0352,0.0386,0.0590,0.1592,0.0784,0.0426,0.1154,0.0377,0.0248,0.0382,0.0771,0.0783,0.0836,0.0390,0.0434,0.0325,0.0177,0.0368,0.0211,0.0208,0.0475,0.0304,0.0223
10852,1.2,1.5557,2.8651,2.5314,2.8720,4.4624,12.1239,6.1512,3.3210,9.1425,2.9220,1.9568,3.0967,6.3482,6.6379,7.2811,3.5114,3.9981,3.0602,1.7023,3.2158,1.8326,1.8347,4.2095,2.6653,1.9379
10853,0.1,0.0862,0.1042,0.1229,0.1596,0.1886,0.3233,0.2684,0.1654,0.3394,0.2048,0.0784,0.0986,0.1407,0.2639,0.3101,0.2249,0.3291,0.1998,0.1053,0.1381,0.1328,0.0872,0.2972,0.2612,0.1977
10854,0.0,0.0030,0.0051,0.0044,0.0047,0.0074,0.0198,0.0101,0.0051,0.0141,0.0047,0.0032,0.0047,0.0094,0.0098,0.0105,0.0049,0.0055,0.0041,0.0023,0.0041,0.0022,0.0022,0.0049,0.0030,0.0023
10855,0.8,0.4788,0.5853,0.6857,0.8856,1.0754,1.8916,1.5483,0.9378,1.9457,1.1179,0.3935,0.5239,0.7598,1.4487,1.7165,1.1941,1.6503,1.0202,0.5470,0.7276,0.6847,0.4172,1.6696,1.4057,1.0720
10856,0.1,0.0870,0.1513,0.1321,0.1464,0.2274,0.6183,0.3108,0.1681,0.4624,0.1493,0.0994,0.1545,0.3149,0.3194,0.3484,0.1643,0.1859,0.1398,0.0770,0.1510,0.0858,0.0869,0.1986,0.1260,0.0928
10857,1.9,1.1612,1.4126,1.6947,2.2411,2.8124,5.0059,4.1957,2.6021,5.6167,3.2227,1.1353,1.5282,2.2373,4.2953,5.1405,3.6072,5.1543,3.2527,1.7520,2.2150,2.0832,1.3170,5.3636,4.7023,3.5036
10858,11.1,6.9556,8.6961,10.5210,14.0865,17.7972,32.3640,27.1248,16.8169,35.8419,22.2715,8.0425,10.9144,16.1954,31.7095,38.6999,27.4417,39.3665,25.4998,14.1380,20.4387,19.4285,12.1039,48.7369,41.3107,31.1863
10859,0.1,0.0986,0.1712,0.1448,0.1544,0.2342,0.6095,0.3005,0.1626,0.4417,0.1471,0.0979,0.1491,0.3006,0.2966,0.3091,0.1406,0.1568,0.1144,0.0617,0.1204,0.0660,0.0660,0.1497,0.0964,0.0738
10860,0.2,0.1193,0.1465,0.1739,0.2204,0.2636,0.4544,0.3751,0.2240,0.4566,0.2564,0.0887,0.1155,0.1668,0.3072,0.3744,0.2638,0.3716,0.2274,0.1203,0.1506,0.1388,0.0848,0.3456,0.2980,0.2328
10861,1.0,0.5823,0.6865,0.7982,1.0324,1.2593,2.1860,1.8058,1.0713,2.2965,1.3496,0.4761,0.6272,0.9191,1.7512,2.1306,1.4668,2.0694,1.3432,0.7311,0.9476,0.9026,0.5823,2.3974,2.2612,1.9746
10862,0.0,0.0629,0.1213,0.1138,0.1259,0.1958,0.5462,0.2798,0.1533,0.4247,0.1366,0.0891,0.1428,0.2964,0.3097,0.3347,0.1586,0.1788,0.1382,0.0775,0.1431,0.0815,0.0803,0.1808,0.1122,0.0822
10863,0.0,0.0302,0.0555,0.0483,0.0538,0.0811,0.2117,0.1050,0.0581,0.1563,0.0492,0.0319,0.0492,0.0978,0.0978,0.1025,0.0475,0.0527,0.0390,0.0212,0.0427,0.0241,0.0245,0.0558,0.0345,0.0246
10864,0.0,0.0458,0.0811,0.0707,0.0773,0.1191,0.3209,0.1596,0.0856,0.2271,0.0695,0.0454,0.0704,0.1441,0.1478,0.1605,0.0770,0.0860,0.0657,0.0363,0.0678,0.0384,0.0388,0.0888,0.0570,0.0416
10865,0.3,0.3018,0.4097,0.4471,0.6369,0.6391,1.0052,1.1880,0.9720,1.3526,1.0861,0.6946,0.6067,0.7967,1.6137,1.7121,1.5936,2.8701,1.7090,0.8053,1.1523,1.0759,1.0440,1.2751,1.9581,1.4575
10866,0.0,0.0297,0.0402,0.0437,0.0619,0.0595,0.0910,0.1037,0.0844,0.1181,0.0909,0.0592,0.0500,0.0645,0.1302,0.1375,0.1309,0.2180,0.1242,0.0595,0.0906,0.0828,0.0813,0.0974,0.1560,0.1185
10867,0.1,0.0874,0.1361,0.1312,0.1547,0.2161,0.4979,0.2980,0.1688,0.4135,0.2068,0.1087,0.1616,0.3060,0.3691,0.4107,0.2263,0.2849,0.1989,0.1087,0.1786,0.1265,0.1053,0.3151,0.2500,0.2010
10868,0.7,0.3975,0.4797,0.5668,0.7150,0.8702,1.5459,1.3126,0.8044,1.6954,1.0008,0.3465,0.4541,0.6621,1.2472,1.4704,1.0205,1.3840,0.8621,0.4559,0.5708,0.5243,0.3225,1.2952,1.1344,0.8708
10869,0.0,0.0495,0.0844,0.0720,0.0787,0.1199,0.3170,0.1590,0.0837,0.2280,0.0737,0.0465,0.0730,0.1497,0.1513,0.1664,0.0793,0.0857,0.0626,0.0358,0.0691,0.0389,0.0386,0.0875,0.0557,0.0406
10870,0.0,0.0252,0.0468,0.0420,0.0480,0.0724,0.1973,0.1025,0.0586,0.1616,0.0511,0.0341,0.0545,0.1132,0.1180,0.1303,0.0616,0.0705,0.0558,0.0315,0.0551,0.0318,0.0317,0.0723,0.0454,0.0333
10871,0.0,0.0321,0.0571,0.0497,0.0553,0.0840,0.2229,0.1099,0.0604,0.1687,0.0561,0.0373,0.0587,0.1224,0.1235,0.1332,0.0618,0.0694,0.0516,0.0285,0.0523,0.0294,0.0294,0.0668,0.0408,0.0296
10872,0.0,0.0508,0.0909,0.0807,0.0921,0.1400,0.3799,0.1920,0.1040,0.2845,0.1033,0.0700,0.1113,0.2292,0.2380,0.2584,0.1250,0.1432,0.1064,0.0594,0.1118,0.0625,0.0630,0.1420,0.0896,0.0665
10873,0.0,0.0272,0.0496,0.0427,0.0480,0.0739,0.2004,0.1015,0.0548,0.1514,0.0500,0.0332,0.0524,0.1062,0.1063,0.1166,0.0551,0.0608,0.0466,0.0258,0.0471,0.0263,0.0265,0.0607,0.0388,0.0288
10874,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10875,0.0,0.0518,0.0930,0.0801,0.0877,0.1342,0.3623,0.1784,0.0969,0.2626,0.0858,0.0565,0.0870,0.1755,0.1782,0.1903,0.0887,0.0988,0.0739,0.0402,0.0819,0.0470,0.0464,0.1057,0.0677,0.0495
10876,0.9,0.5368,0.6567,0.7712,0.9925,1.2147,2.1710,1.7649,1.0690,2.2140,1.3009,0.4529,0.6079,0.8790,1.6757,1.9729,1.3812,1.9226,1.2171,0.6463,0.8037,0.7409,0.4547,1.8092,1.5195,1.1420
10877,0.3,0.3515,0.6482,0.5895,0.6742,1.0335,2.8453,1.4647,0.8188,2.2963,0.7784,0.5353,0.8869,1.8599,1.9773,2.1711,1.0343,1.1665,0.8928,0.5076,0.9997,0.5700,0.5774,1.3097,0.8244,0.6025
10878,0.3,0.4103,0.7558,0.6563,0.7137,1.0894,2.9241,1.4756,0.7929,2.1488,0.7259,0.4782,0.7483,1.5403,1.5923,1.7045,0.8102,0.9256,0.7047,0.3845,0.7144,0.4020,0.4120,0.9462,0.6033,0.4593
10879,0.0,0.0073,0.0132,0.0114,0.0125,0.0190,0.0514,0.0253,0.0138,0.0373,0.0122,0.0080,0.0123,0.0249,0.0253,0.0270,0.0126,0.0140,0.0105,0.0057,0.0114,0.0066,0.0065,0.0148,0.0095,0.0069
10880,0.2,0.1265,0.1541,0.1819,0.2313,0.2768,0.4693,0.3806,0.2260,0.4679,0.2721,0.0949,0.1247,0.1783,0.3358,0.3984,0.2718,0.3855,0.2419,0.1304,0.1693,0.1559,0.0949,0.3757,0.3144,0.2370
10881,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10882,27.1,17.5000,22.0931,26.6827,35.5667,45.1110,80.3770,67.9651,41.4122,86.8181,49.6865,16.7572,21.8545,31.9490,61.8936,74.9124,53.0535,78.0022,49.3308,27.1270,32.5175,30.6772,18.6050,73.9383,61.0340,45.8325
10883,0.0,0.0193,0.0256,0.0269,0.0372,0.0370,0.0575,0.0681,0.0546,0.0756,0.0585,0.0372,0.0329,0.0423,0.0856,0.0923,0.0839,0.1434,0.0825,0.0388,0.0585,0.0541,0.0526,0.0645,0.1013,0.0756
10884,0.1,0.0528,0.0657,0.0787,0.1045,0.1292,0.2280,0.1891,0.1169,0.2422,0.1412,0.0518,0.0670,0.0993,0.1929,0.2327,0.1660,0.2400,0.1516,0.0826,0.1025,0.0945,0.0605,0.2220,0.1929,0.1448
10885,0.0,0.0423,0.0734,0.0650,0.0730,0.1098,0.3014,0.1582,0.0878,0.2526,0.0787,0.0524,0.0833,0.1711,0.1737,0.1894,0.0911,0.1032,0.0778,0.0445,0.0820,0.0468,0.0475,0.1097,0.0728,0.0521
10886,1.6,0.9601,1.1600,1.3694,1.7258,2.1009,3.7395,3.1697,1.9422,4.0978,2.4226,0.8404,1.1019,1.6097,3.0230,3.5632,2.4713,3.3503,2.0874,1.1039,1.3946,1.2791,0.7876,3.1597,2.7657,2.1220
10887,0.0,0.0087,0.0163,0.0143,0.0161,0.0252,0.0682,0.0351,0.0192,0.0539,0.0179,0.0120,0.0190,0.0391,0.0415,0.0452,0.0215,0.0245,0.0186,0.0103,0.0205,0.0116,0.0118,0.0272,0.0175,0.0127
10888,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10889,4.3,2.7153,3.2930,3.9401,5.1938,6.4828,11.5272,9.6339,5.9580,12.7938,7.4232,2.6113,3.5104,5.1325,9.8318,11.7515,8.2406,11.7226,7.3785,3.9702,5.3220,4.9968,3.1463,12.7692,11.1461,8.3718
10890,24.1,14.4137,17.3786,20.4408,27.0810,33.5365,58.8987,48.5148,29.3984,62.3211,36.4072,12.8821,16.9784,24.6061,47.2828,57.3253,40.0611,56.5297,36.0899,19.7988,28.3182,27.0500,17.4558,71.2969,66.2370,54.9306
10891,0.0,0.0464,0.0842,0.0747,0.0853,0.1346,0.3692,0.1884,0.1037,0.2883,0.0915,0.0617,0.0989,0.2048,0.2167,0.2397,0.1162,0.1329,0.1035,0.0583,0.1074,0.0623,0.0635,0.1460,0.0934,0.0691
10892,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10893,0.0,0.0010,0.0018,0.0016,0.0018,0.0028,0.0073,0.0038,0.0021,0.0058,0.0019,0.0013,0.0020,0.0042,0.0042,0.0044,0.0021,0.0023,0.0017,0.0009,0.0020,0.0011,0.0011,0.0026,0.0016,0.0012
10894,0.1,0.0802,0.0969,0.1146,0.1502,0.1818,0.3219,0.2650,0.1617,0.3418,0.1921,0.0676,0.0892,0.1296,0.2495,0.3008,0.2102,0.2955,0.1865,0.1006,0.1300,0.1211,0.0752,0.2996,0.2495,0.1864
10895,0.0,0.0453,0.0826,0.0713,0.0769,0.1174,0.3139,0.1581,0.0851,0.2308,0.0711,0.0468,0.0732,0.1501,0.1551,0.1646,0.0778,0.0877,0.0664,0.0361,0.0686,0.0386,0.0396,0.0908,0.0580,0.0439
10896,0.8,0.4704,0.5692,0.6709,0.8745,1.0506,1.8494,1.5174,0.9214,1.9484,1.1065,0.3870,0.5081,0.7357,1.4064,1.6889,1.1754,1.6427,1.0303,0.5515,0.7391,0.6837,0.4238,1.6829,1.3967,1.0405
10897,0.0,0.0059,0.0112,0.0098,0.0110,0.0172,0.0466,0.0240,0.0132,0.0369,0.0123,0.0083,0.0131,0.0270,0.0287,0.0312,0.0149,0.0170,0.0129,0.0071,0.0130,0.0073,0.0075,0.0172,0.0110,0.0080
10898,0.0,0.0086,0.0153,0.0136,0.0156,0.0236,0.0642,0.0324,0.0176,0.0481,0.0161,0.0109,0.0174,0.0357,0.0371,0.0403,0.0195,0.0223,0.0166,0.0093,0.0173,0.0097,0.0098,0.0220,0.0139,0.0103
10899,1.6,0.9611,1.1633,1.3679,1.7800,2.1404,3.7621,3.0817,1.8692,3.9343,2.2352,0.7819,1.0282,1.4872,2.8432,3.4037,2.3687,3.2991,2.0595,1.1013,1.4783,1.3725,0.8472,3.3691,2.8045,2.1029
10900,0.0,0.0030,0.0055,0.0048,0.0053,0.0080,0.0210,0.0104,0.0058,0.0155,0.0049,0.0032,0.0049,0.0097,0.0097,0.0102,0.0047,0.0052,0.0039,0.0021,0.0045,0.0025,0.0026,0.0058,0.0036,0.0026
10901,2.4,1.4309,1.7258,2.0303,2.6909,3.3331,5.8548,4.8224,2.9231,6.1956,3.5463,1.2548,1.6539,2.3965,4.6057,5.5835,3.9029,5.5074,3.5151,1.9286,2.4707,2.3602,1.5231,6.2201,5.7774,4.7874
10902,0.0,0.0054,0.0252,0.0775,0.0858,0.0665,0.2152,0.1510,0.0877,0.2055,0.1034,0.0645,0.0900,0.1358,0.1528,0.1300,0.1051,0.1550,0.1923,0.0445,0.1565,0.0671,0.0815,0.0682,0.1347,0.0841
10903,0.0,0.0160,0.0281,0.0248,0.0282,0.0445,0.1169,0.0603,0.0331,0.0924,0.0300,0.0203,0.0318,0.0674,0.0671,0.0708,0.0331,0.0364,0.0273,0.0150,0.0325,0.0185,0.0186,0.0423,0.0264,0.0198
10904,0.1,0.0966,0.1700,0.1425,0.1554,0.2306,0.6132,0.3062,0.1677,0.4647,0.1467,0.0966,0.1515,0.3114,0.3182,0.3373,0.1604,0.1784,0.1360,0.0756,0.1512,0.0853,0.0863,0.1947,0.1230,0.0927
10905,1.2,0.7822,0.9716,1.1711,1.5593,1.9469,3.4607,2.8813,1.7696,3.7406,2.1752,0.7758,1.0513,1.5465,2.9792,3.5705,2.5145,3.6123,2.2988,1.2488,1.5298,1.4372,0.8878,3.5538,3.0041,2.2282
10906,9.7,6.2871,7.9332,9.5784,12.7655,16.1735,28.8077,24.3428,14.8374,31.1070,17.9632,6.0666,7.9228,11.5844,22.4330,27.1443,19.2149,28.2225,17.8472,9.8046,12.0478,11.3521,6.8853,27.3567,22.5792,16.9470
10907,0.1,0.0934,0.1668,0.1405,0.1560,0.2288,0.6023,0.3096,0.1630,0.4485,0.1441,0.0954,0.1468,0.2912,0.2882,0.3103,0.1505,0.1687,0.1243,0.0699,0.1376,0.0793,0.0820,0.1867,0.1191,0.0906
10908,0.0,0.0004,0.0006,0.0005,0.0006,0.0009,0.0026,0.0013,0.0007,0.0021,0.0007,0.0005,0.0008,0.0015,0.0015,0.0018,0.0008,0.0010,0.0008,0.0004,0.0007,0.0003,0.0003,0.0008,0.0005,0.0003
10909,6.8,4.2833,5.3274,6.3760,8.4564,10.3800,18.3047,15.1567,9.3329,19.5878,11.6249,4.0880,5.5489,8.1528,15.6101,18.7431,13.0933,18.6815,11.7821,6.2859,8.3922,7.6324,4.6390,18.3125,15.0601,11.1313
10910,0.0,0.0285,0.0519,0.0444,0.0500,0.0770,0.2100,0.1067,0.0576,0.1593,0.0527,0.0350,0.0553,0.1122,0.1119,0.1230,0.0581,0.0639,0.0490,0.0270,0.0493,0.0275,0.0277,0.0635,0.0405,0.0302
10911,1.3,1.6818,3.1357,2.8568,3.3654,5.3979,15.0862,7.8913,4.4226,12.4300,3.8228,2.6546,4.3468,9.1901,10.0401,11.2143,5.6337,6.6542,5.3659,3.1621,5.5966,3.2776,3.2857,7.4959,4.8393,3.5842
10912,0.0,0.0609,0.1132,0.0996,0.1126,0.1767,0.4804,0.2467,0.1353,0.3781,0.1260,0.0847,0.1346,0.2779,0.2944,0.3223,0.1545,0.1764,0.1349,0.0751,0.1405,0.0803,0.0817,0.1879,0.1204,0.0881
10913,1.1,0.6712,0.8264,0.9878,1.3253,1.6499,2.9160,2.4367,1.4513,3.0956,1.8446,0.6588,0.8831,1.2833,2.4807,2.9742,2.0938,2.9785,1.9044,1.0363,1.3643,1.2862,0.8039,3.2442,2.8306,2.2636
10914,0.5,0.5993,1.0619,0.9259,1.0121,1.5587,4.2002,2.0884,1.1206,2.9723,0.9191,0.6011,0.9315,1.9066,1.9550,2.1237,1.0188,1.1374,0.8689,0.4808,0.9015,0.5103,0.5156,1.1808,0.7573,0.5525
10915,0.6,0.4147,0.5271,0.6481,0.8759,1.1160,1.9950,1.6481,1.0162,2.1829,1.3192,0.4728,0.6385,0.9621,1.8626,2.3018,1.6237,2.3382,1.4950,0.8410,1.0220,0.9463,0.5898,2.3428,2.0114,1.5228
10916,0.0,0.0437,0.0841,0.0790,0.0874,0.1359,0.3791,0.1942,0.1064,0.2947,0.0928,0.0605,0.0970,0.2012,0.2103,0.2273,0.1077,0.1214,0.0938,0.0526,0.0979,0.0557,0.0549,0.1237,0.0768,0.0563
10917,0.4,0.2140,0.2583,0.3052,0.3848,0.4682,0.8320,0.7066,0.4331,0.9132,0.5411,0.1874,0.2456,0.3583,0.6745,0.7953,0.5520,0.7486,0.4663,0.2466,0.3178,0.2918,0.1795,0.7209,0.6313,0.4844
10918,0.1,0.1392,0.2534,0.2234,0.2555,0.3936,1.0444,0.5288,0.2865,0.7830,0.2488,0.1633,0.2549,0.5197,0.5303,0.5730,0.2698,0.3021,0.2270,0.1262,0.2429,0.1372,0.1389,0.3159,0.1966,0.1421
10919,0.8,0.6014,0.5094,0.8238,0.9826,1.2776,1.8355,1.6738,1.5015,2.6237,1.9085,0.7533,0.9333,1.1593,1.5517,1.8518,1.7929,3.6563,1.2389,0.6143,1.2025,1.4947,1.2246,2.8894,2.8254,1.5682
10920,3.6,2.3904,2.0915,2.8069,3.1552,4.0522,5.1850,5.4432,6.0177,6.5078,5.8088,6.4410,4.3651,5.1519,5.2616,5.2659,5.6545,9.2234,3.3872,3.3386,5.5369,3.9939,3.5284,2.7346,3.0060,3.3702
10921,0.3,0.2607,0.2183,0.3515,0.4101,0.5316,0.7493,0.6754,0.5952,1.0349,0.7617,0.2989,0.3636,0.4402,0.5801,0.6903,0.6645,1.3425,0.4485,0.2219,0.4212,0.5106,0.4109,0.9729,0.9367,0.5117
10922,77.7,57.1534,45.3145,66.5088,85.1645,108.8143,202.4041,153.0611,126.9505,236.2192,141.8655,80.1993,84.9336,123.0238,162.0891,162.5527,175.3042,299.7828,100.4508,56.1406,108.1730,127.7811,84.0073,96.6403,129.7459,137.6254
10923,1.4,0.6838,0.6507,0.8556,0.7779,1.3316,1.4310,1.3247,1.5429,1.3411,1.0443,0.9766,1.1243,1.1172,1.5160,1.3721,1.3720,1.9024,1.2476,0.9911,0.9059,1.0531,0.8237,0.7638,0.8843,0.8519
10924,64.1,65.1637,71.5953,47.4842,50.6881,60.6618,77.2987,81.3887,65.8119,27.4294,115.5859,39.9360,44.5017,53.8929,58.7984,77.8252,50.5224,110.4383,32.7200,29.8775,65.6975,48.5489,47.5687,29.5249,33.1548,49.3171
10925,1.0,0.7212,0.6215,0.8655,1.0547,1.3421,2.3197,1.8112,1.5111,2.7428,1.7784,1.0117,1.0391,1.4688,1.8548,1.8540,1.9680,3.3365,1.1250,0.6634,1.2023,1.3301,0.8642,0.9639,1.2666,1.3270
10926,5.9,4.3157,3.3928,4.9594,6.2543,8.0042,14.8936,11.2532,9.3029,17.2495,10.3495,5.8263,6.1913,8.9441,11.8021,11.8921,12.8130,21.8393,7.3298,4.0632,8.2152,9.5504,6.2014,7.1295,9.4886,10.0089
10927,1.2,0.8589,0.7419,0.9405,0.9567,1.5813,1.2596,1.4799,1.8141,2.0438,1.7185,1.2431,0.5836,1.0255,1.0366,0.9660,0.7884,1.7546,1.0638,0.9898,0.8915,0.9866,0.9558,0.6357,0.8890,1.0911
10928,4.1,1.9954,1.8637,2.4142,2.1808,3.7409,4.0077,3.7154,4.3006,3.7537,3.0256,2.8381,3.2650,3.2224,4.3266,3.9172,3.9342,5.4754,3.5756,2.8138,2.7616,3.2410,2.5753,2.3760,2.7406,2.6465
10929,1.0,0.4488,0.4848,0.5413,0.5585,0.7570,1.0972,0.9177,1.1891,0.9106,0.8776,0.8742,0.9741,1.1086,0.9890,0.8636,0.9151,1.0556,0.8527,1.0125,0.8213,0.6491,0.4877,0.4757,0.4349,0.2256
10930,8.2,5.7787,4.9594,6.2924,6.4016,10.5658,8.4165,9.8519,11.9898,13.3742,10.0392,7.2180,3.3580,5.8358,5.8562,5.4328,4.3927,9.7257,5.7932,5.3335,4.8212,5.3256,5.1406,3.4012,4.7119,5.7289
10931,2.8,1.3612,1.2916,1.6799,1.5213,2.6220,2.7872,2.5953,2.9609,2.5729,2.0877,1.9632,2.2473,2.2279,3.0284,2.7193,2.7182,3.6927,2.4088,1.9002,1.8461,2.1469,1.6696,1.5289,1.7355,1.6661
10932,0.8,0.5268,0.4403,0.5784,0.6444,0.8255,1.0520,1.1199,1.2464,1.3460,1.2483,1.3572,0.9110,1.0823,1.0922,1.0665,1.1304,1.8550,0.6789,0.6701,1.0936,0.7753,0.6789,0.5259,0.5827,0.6548
10933,4.5,2.7521,2.3414,3.2093,3.4030,4.6057,6.2173,6.5618,6.8474,7.4478,6.2450,7.0980,5.4494,5.9059,6.7306,6.2118,6.4022,9.8876,4.1033,4.1189,6.2631,4.6869,4.1365,3.4893,3.6701,3.7507
